Start	End	ConsistencyIndex	Counts	MinimumNumberChangesOnTree
1631920	1631921	0.5	349:38	2
1631956	1631957	0.16666666666666666	324:63	6
1631995	1631996	0.2	253:134	5
1632000	1632001	0.25	339:48	4
1632076	1632077	0.5	353:34	2
1632118	1632119	0.5	306:81	2
1632139	1632140	0.2	261:126	5
1632217	1632218	0.3333333333333333	218:169	3
1632234	1632235	0.16666666666666666	301:86	6
1632238	1632239	0.3333333333333333	309:78	3
1632259	1632260	0.3333333333333333	338:49	3
1632400	1632401	0.5	345:42	2
1632679	1632680	0.25	335:52	4
1632769	1632770	0.5	373:14	2
1632958	1632959	0.14285714285714285	252:135	7
1633359	1633360	0.3333333333333333	300:87	3
1633377	1633378	0.25	335:52	4
1633386	1633387	0.25	335:52	4
1633440	1633441	0.5	380:7	2
1633485	1633486	0.16666666666666666	212:175	6
1633505	1633506	0.3333333333333333	338:49	3
1633604	1633605	0.16666666666666666	297:90	6
1633644	1633645	0.5	380:7	2
1633828	1633829	0.5	362:25	2
1633829	1633830	0.5	372:15	2
1633863	1633864	0.16666666666666666	224:163	6
1633976	1633977	0.16666666666666666	243:144	6
1634049	1634050	0.25	197:190	4
1634051	1634052	0.3333333333333333	344:43	3
1634132	1634133	0.3333333333333333	348:39	3
1634162	1634163	0.3333333333333333	315:72	3
1634192	1634193	0.5	382:5	2
1634198	1634199	0.5	382:5	2
1634228	1634229	0.5	379:8	2
1634390	1634391	0.14285714285714285	309:78	7
1634395	1634396	0.5	362:25	2
1634627	1634628	0.5	362:25	2
1634673	1634674	0.5	349:38	2
1634708	1634709	0.5	381:6	2
1634729	1634730	0.3333333333333333	329:58	3
1634768	1634769	0.25	326:61	4
1634770	1634771	0.5	342:45	2
1634817	1634818	0.5	344:43	2
1634840	1634841	0.25	247:140	4
1634860	1634861	0.5	323:64	2
1634869	1634870	0.2	293:94	5
1634878	1634879	0.25	337:50	4
1634900	1634901	0.3333333333333333	331:56	3
1634905	1634906	0.2	249:138	5
1634913	1634914	0.14285714285714285	237:150	7
1634944	1634945	0.25	247:140	4
1635013	1635014	0.3333333333333333	347:40	3
1635025	1635026	0.3333333333333333	349:38	3
1635034	1635035	0.5	362:25	2
1635082	1635083	0.2	202:185	5
1635091	1635092	0.5	380:7	2
1635112	1635113	0.3333333333333333	349:38	3
1635143	1635144	0.14285714285714285	290:97	7
1635175	1635176	0.3333333333333333	324:63	3
1635248	1635249	0.2	292:95	5
1635299	1635300	0.25	325:62	4
1635301	1635302	0.16666666666666666	173:214	6
1635314	1635315	0.5	350:37	2
1635326	1635327	0.25	348:39	4
1635371	1635372	0.5	362:25	2
1635391	1635392	0.2	202:185	5
1635399	1635400	0.25	342:45	4
1635422	1635423	0.5	350:37	2
1635481	1635482	0.5	350:37	2
1635563	1635564	0.25	325:62	4
1635740	1635741	0.5	351:36	2
1635788	1635789	0.25	356:31	4
1635793	1635794	0.16666666666666666	319:68	6
1635830	1635831	0.3333333333333333	359:28	3
1635839	1635840	0.16666666666666666	303:84	6
1635842	1635843	0.5	351:36	2
1635884	1635885	0.5	351:36	2
1635941	1635942	0.5	380:7	2
1635995	1635996	0.3333333333333333	314:73	3
1636018	1636019	0.2	337:50	5
1636315	1636316	0.125	258:129	8
1636333	1636334	0.16666666666666666	288:99	6
1636339	1636340	0.5	136:251	2
1636375	1636376	0.125	254:133	8
1636492	1636493	0.14285714285714285	291:96	7
1636501	1636502	0.16666666666666666	274:113	6
1636582	1636583	0.25	317:70	4
1636594	1636595	0.5	380:7	2
1636600	1636601	0.14285714285714285	259:128	7
1636639	1636640	0.5	349:38	2
1636672	1636673	0.3333333333333333	161:226	3
1636696	1636697	0.5	351:36	2
1636885	1636886	0.2	199:188	5
1636894	1636895	0.2	361:26	5
1636899	1636900	0.25	160:227	4
1636910	1636911	0.25	360:27	4
1636919	1636920	0.125	300:87	8
1636921	1636922	0.25	360:27	4
1636927	1636928	0.25	360:27	4
1636966	1636967	0.2	349:38	5
1636969	1636970	0.16666666666666666	328:59	6
1636994	1636995	0.5	380:7	2
1636999	1637000	0.125	171:216	8
1637005	1637006	0.125	202:185	8
1637043	1637044	0.14285714285714285	256:131	7
1637065	1637066	0.25	320:67	4
1637080	1637081	0.25	315:72	4
1637091	1637092	0.3333333333333333	363:24	3
1637346	1637347	0.5	312:75	2
1637554	1637555	0.5	380:7	2
1637584	1637585	0.3333333333333333	302:85	3
1637596	1637597	0.5	378:9	2
1637686	1637687	0.2	293:94	5
1637695	1637696	0.5	352:35	2
1637701	1637702	0.2	293:94	5
1637749	1637750	0.3333333333333333	377:10	3
1637806	1637807	0.2	330:57	5
1637890	1637891	0.5	351:36	2
1637917	1637918	0.5	351:36	2
1638024	1638025	0.125	357:30	8
1638036	1638037	0.14285714285714285	356:31	7
1638051	1638052	0.3333333333333333	383:4	3
1638066	1638067	0.5	385:2	2
1638072	1638073	0.5	385:2	2
1638078	1638079	0.5	385:2	2
1638089	1638090	0.058823529411764705	299:88	17
1638188	1638189	0.16666666666666666	163:224	6
1638202	1638203	0.2	162:225	5
1638210	1638211	0.16666666666666666	163:224	6
1638297	1638298	0.5	157:230	2
1638568	1638569	0.5	277:110	2
1638591	1638592	0.25	285:102	4
1638698	1638699	0.5	378:9	2
1638870	1638871	0.5	382:5	2
1638924	1638925	0.5	346:41	2
1638939	1638940	0.5	382:5	2
1638975	1638976	0.25	293:94	4
1638999	1639000	0.5	374:13	2
1639053	1639054	0.3333333333333333	347:40	3
1639098	1639099	0.5	374:13	2
1639230	1639231	0.25	317:70	4
1639275	1639276	0.5	312:75	2
1639290	1639291	0.25	316:71	4
1639383	1639384	0.3333333333333333	235:152	3
1639413	1639414	0.5	306:81	2
1639419	1639420	0.5	323:64	2
1639554	1639555	0.5	158:229	2
1639569	1639570	0.5	380:7	2
1639584	1639585	0.3333333333333333	293:94	3
1639711	1639712	0.3333333333333333	298:89	3
1639825	1639826	0.5	323:64	2
1639868	1639869	0.5	371:16	2
1639914	1639915	0.3333333333333333	375:12	3
1640360	1640361	0.5	346:41	2
1640365	1640366	0.3333333333333333	186:201	3
1640623	1640624	0.16666666666666666	257:130	6
1640853	1640854	0.3333333333333333	235:152	3
1640857	1640858	0.5	306:81	2
1640905	1640906	0.5	378:9	2
1640910	1640911	0.5	345:42	2
1640942	1640943	0.5	350:37	2
1640968	1640969	0.5	345:42	2
1640992	1640993	0.3333333333333333	381:6	3
1641012	1641013	0.3333333333333333	309:78	3
1641024	1641025	0.5	306:81	2
1641029	1641030	0.2	312:75	5
1641114	1641115	0.25	330:57	4
1641268	1641269	0.25	336:51	4
1641429	1641430	0.25	336:51	4
1641447	1641448	0.5	314:73	2
1641534	1641535	0.25	295:92	4
1641609	1641610	0.3333333333333333	337:50	3
1641819	1641820	0.125	315:72	8
1641928	1641929	0.3333333333333333	334:53	3
1641961	1641962	0.5	383:4	2
1641966	1641967	0.3333333333333333	314:73	3
1642035	1642036	0.5	349:38	2
1642056	1642057	0.14285714285714285	288:99	7
1642063	1642064	0.5	320:67	2
1642068	1642069	0.5	363:24	2
1642097	1642098	0.2	318:69	5
1642152	1642153	0.16666666666666666	226:161	6
1642170	1642171	0.3333333333333333	347:40	3
1642206	1642207	0.14285714285714285	277:110	7
1642242	1642243	0.14285714285714285	275:112	7
1642281	1642282	0.5	313:74	2
1642322	1642323	0.3333333333333333	344:43	3
1642337	1642338	0.25	320:67	4
1642374	1642375	0.2	283:104	5
1642380	1642381	0.16666666666666666	284:103	6
1642404	1642405	0.5	353:34	2
1642605	1642606	0.5	352:35	2
1642671	1642672	0.14285714285714285	283:104	7
1642677	1642678	0.16666666666666666	245:142	6
1642692	1642693	0.5	368:19	2
1642697	1642698	0.25	298:89	4
1642739	1642740	0.2	254:133	5
1642746	1642747	0.3333333333333333	166:221	3
1642785	1642786	0.25	350:37	4
1642806	1642807	0.25	350:37	4
1642833	1642834	0.2	348:39	5
1642859	1642860	0.3333333333333333	346:41	3
1642905	1642906	0.16666666666666666	333:54	6
1642943	1642944	0.16666666666666666	337:50	6
1642976	1642977	0.1111111111111111	261:126	9
1643012	1643013	0.14285714285714285	359:28	7
1643016	1643017	0.25	289:98	4
1643025	1643026	0.25	289:98	4
1643039	1643040	0.25	289:98	4
1643133	1643134	0.25	229:158	4
1643190	1643191	0.5	351:36	2
1643217	1643218	0.25	290:97	4
1643238	1643239	0.25	290:97	4
1643306	1643307	0.5	350:37	2
1643404	1643405	0.5	384:3	2
1643415	1643416	0.5	350:37	2
1643451	1643452	0.3333333333333333	312:75	3
1643472	1643473	0.25	332:55	4
1643543	1643544	0.3333333333333333	328:59	3
1643643	1643644	0.3333333333333333	337:50	3
1643646	1643647	0.2	349:38	5
1643662	1643663	0.5	362:25	2
1643664	1643665	0.2	264:123	5
1643675	1643676	0.2	268:119	5
1643685	1643686	0.5	349:38	2
1643688	1643689	0.5	367:20	2
1643709	1643710	0.5	381:6	2
1643782	1643783	0.5	346:41	2
1643833	1643834	0.25	297:90	4
1643842	1643843	0.3333333333333333	328:59	3
1643851	1643852	0.25	203:184	4
1643874	1643875	0.3333333333333333	328:59	3
1643980	1643981	0.25	203:184	4
1643991	1643992	0.3333333333333333	213:174	3
1644025	1644026	0.5	340:47	2
1644028	1644029	0.5	384:3	2
1644043	1644044	0.3333333333333333	199:188	3
1644047	1644048	0.5	384:3	2
1644085	1644086	0.5	385:2	2
1644139	1644140	0.16666666666666666	290:97	6
1644142	1644143	0.2	251:136	5
1644186	1644187	0.16666666666666666	290:97	6
1644224	1644225	0.3333333333333333	384:3	3
1644453	1644454	0.5	351:36	2
1644459	1644460	0.125	222:165	8
1644462	1644463	0.5	351:36	2
1644513	1644514	0.25	178:209	4
1644546	1644547	0.25	335:52	4
1644693	1644694	0.5	341:46	2
1644714	1644715	0.5	349:38	2
1644783	1644784	0.5	367:20	2
1644972	1644973	0.3333333333333333	336:51	3
1644975	1644976	0.3333333333333333	338:49	3
1645005	1645006	0.3333333333333333	316:71	3
1645044	1645045	0.5	367:20	2
1645089	1645090	0.3333333333333333	362:25	3
1645185	1645186	0.25	313:74	4
1645245	1645246	0.2	287:100	5
1645254	1645255	0.2	287:100	5
1645287	1645288	0.16666666666666666	222:165	6
1645329	1645330	0.25	312:75	4
1645563	1645564	0.5	345:42	2
1645569	1645570	0.5	187:200	2
1645647	1645648	0.14285714285714285	271:116	7
1645668	1645669	0.5	352:35	2
1645885	1645886	0.5	165:222	2
1646074	1646075	0.5	379:8	2
1646110	1646111	0.2	341:46	5
1646115	1646116	0.2	276:111	5
1646161	1646162	0.3333333333333333	357:30	3
1646165	1646166	0.14285714285714285	283:104	7
1646272	1646273	0.25	336:51	4
1646338	1646339	0.5	351:36	2
1646380	1646381	0.3333333333333333	346:41	3
1646431	1646432	0.3333333333333333	302:85	3
1646442	1646443	0.2	297:90	5
1646491	1646492	0.25	275:112	4
1646584	1646585	0.125	269:118	8
1646659	1646660	0.5	312:75	2
1646692	1646693	0.2	340:47	5
1646704	1646705	0.5	345:42	2
1646725	1646726	0.3333333333333333	337:50	3
1646821	1646822	0.25	334:53	4
1646857	1646858	0.5	380:7	2
1646874	1646875	0.5	351:36	2
1646901	1646902	0.3333333333333333	348:39	3
1646964	1646965	0.25	361:26	4
1646974	1646975	0.25	193:194	4
1647028	1647029	0.3333333333333333	339:48	3
1647038	1647039	0.16666666666666666	229:158	6
1647087	1647088	0.5	355:32	2
1647106	1647107	0.3333333333333333	376:11	3
1647107	1647108	0.14285714285714285	177:210	7
1647254	1647255	0.2	314:73	5
1647264	1647265	0.07692307692307693	296:91	13
1647300	1647301	0.5	357:30	2
1647430	1647431	0.1	87:300	10
1647500	1647501	0.25	162:225	4
1647544	1647545	0.5	355:32	2
1647692	1647693	0.5	349:38	2
1647707	1647708	0.5	355:32	2
1647808	1647809	0.3333333333333333	347:40	3
1647824	1647825	0.3333333333333333	177:210	3
1647993	1647994	0.25	259:128	4
1648100	1648101	0.5	355:32	2
1648145	1648146	0.3333333333333333	353:34	3
1648148	1648149	0.25	317:70	4
1648191	1648192	0.3333333333333333	346:41	3
1648192	1648193	0.5	355:32	2
1648322	1648323	0.25	316:71	4
1648731	1648732	0.5	373:14	2
1648851	1648852	0.3333333333333333	347:40	3
1649099	1649100	0.16666666666666666	304:83	6
1649140	1649141	0.5	383:4	2
1649146	1649147	0.5	383:4	2
1649147	1649148	0.25	311:76	4
1649155	1649156	0.14285714285714285	199:188	7
1649171	1649172	0.16666666666666666	191:196	6
1649203	1649204	0.25	302:85	4
1649258	1649259	0.5	352:35	2
1649259	1649260	0.1	231:156	10
1649270	1649271	0.25	302:85	4
1649278	1649279	0.25	309:78	4
1649287	1649288	0.14285714285714285	189:198	7
1649292	1649293	0.1111111111111111	309:78	9
1649296	1649297	0.5	355:32	2
1649297	1649298	0.1111111111111111	275:112	9
1649316	1649317	0.25	365:22	4
1649346	1649347	0.25	345:42	4
1649351	1649352	0.3333333333333333	381:6	3
1649429	1649430	0.25	311:76	4
1649450	1649451	0.25	311:76	4
1649459	1649460	0.25	307:80	4
1649477	1649478	0.25	307:80	4
1649483	1649484	0.2	276:111	5
1649558	1649559	0.25	186:201	4
1649573	1649574	0.5	339:48	2
1649612	1649613	0.25	309:78	4
1649624	1649625	0.25	307:80	4
1649644	1649645	0.25	307:80	4
1649669	1649670	0.25	240:147	4
1649831	1649832	0.3333333333333333	314:73	3
1649882	1649883	0.16666666666666666	304:83	6
1649887	1649888	0.5	312:75	2
1649913	1649914	0.3333333333333333	314:73	3
1649927	1649928	0.3333333333333333	313:74	3
1649945	1649946	0.5	312:75	2
1649990	1649991	0.5	312:75	2
1650008	1650009	0.5	312:75	2
1650014	1650015	0.5	312:75	2
1650053	1650054	0.5	312:75	2
1650066	1650067	0.5	381:6	2
1650101	1650102	0.5	312:75	2
1650109	1650110	0.5	272:115	2
1650135	1650136	0.3333333333333333	356:31	3
1650264	1650265	0.5	380:7	2
1650278	1650279	0.5	312:75	2
1650281	1650282	0.25	277:110	4
1650303	1650304	0.25	308:79	4
1650314	1650315	0.3333333333333333	356:31	3
1650379	1650380	0.5	374:13	2
1650506	1650507	0.5	323:64	2
1650521	1650522	0.5	369:18	2
1650590	1650591	0.2	209:178	5
1650722	1650723	0.25	305:82	4
1650742	1650743	0.5	369:18	2
1650778	1650779	0.5	342:45	2
1650787	1650788	0.5	342:45	2
1650794	1650795	0.5	342:45	2
1650815	1650816	0.5	342:45	2
1650827	1650828	0.5	322:65	2
1650874	1650875	0.3333333333333333	316:71	3
1650929	1650930	0.25	266:121	4
1650941	1650942	0.14285714285714285	296:91	7
1650956	1650957	0.3333333333333333	315:72	3
1650968	1650969	0.2	308:79	5
1650980	1650981	0.25	343:44	4
1651037	1651038	0.25	163:224	4
1651097	1651098	0.5	311:76	2
1651106	1651107	0.3333333333333333	315:72	3
1651115	1651116	0.5	311:76	2
1651124	1651125	0.5	277:110	2
1651133	1651134	0.3333333333333333	377:10	3
1651145	1651146	0.5	277:110	2
1651160	1651161	0.5	277:110	2
1651184	1651185	0.5	311:76	2
1651190	1651191	0.5	311:76	2
1651211	1651212	0.2	176:211	5
1651268	1651269	0.5	351:36	2
1651337	1651338	0.3333333333333333	346:41	3
1651361	1651362	0.5	311:76	2
1651370	1651371	0.5	342:45	2
1651385	1651386	0.5	342:45	2
1651391	1651392	0.5	342:45	2
1651412	1651413	0.5	342:45	2
1651424	1651425	0.5	342:45	2
1651433	1651434	0.5	342:45	2
1651439	1651440	0.5	342:45	2
1651463	1651464	0.5	342:45	2
1651481	1651482	0.5	342:45	2
1651492	1651493	0.16666666666666666	214:173	6
1651499	1651500	0.2	298:89	5
1651533	1651534	0.16666666666666666	213:174	6
1651723	1651724	0.5	342:45	2
1651735	1651736	0.5	342:45	2
1651801	1651802	0.5	382:5	2
1651807	1651808	0.5	342:45	2
1651816	1651817	0.2	320:67	5
1651864	1651865	0.3333333333333333	377:10	3
1651870	1651871	0.3333333333333333	344:43	3
1651892	1651893	0.5	340:47	2
1651921	1651922	0.5	352:35	2
1651939	1651940	0.3333333333333333	344:43	3
1651975	1651976	0.3333333333333333	348:39	3
1652217	1652218	0.16666666666666666	307:80	6
1652251	1652252	0.3333333333333333	346:41	3
1652272	1652273	0.3333333333333333	264:123	3
1652380	1652381	0.25	314:73	4
1652425	1652426	0.25	312:75	4
1652707	1652708	0.5	380:7	2
1652865	1652866	0.5	175:212	2
1652947	1652948	0.2	350:37	5
1652950	1652951	0.25	278:109	4
1653037	1653038	0.2	235:152	5
1653052	1653053	0.2	235:152	5
1653103	1653104	0.2	225:162	5
1653178	1653179	0.5	349:38	2
1653208	1653209	0.2	326:61	5
1653274	1653275	0.3333333333333333	345:42	3
1653286	1653287	0.25	280:107	4
1653424	1653425	0.25	311:76	4
1653510	1653511	0.5	347:40	2
1653628	1653629	0.3333333333333333	366:21	3
1653631	1653632	0.25	329:58	4
1653689	1653690	0.5	377:10	2
1653724	1653725	0.5	379:8	2
1653973	1653974	0.14285714285714285	271:116	7
1653979	1653980	0.3333333333333333	368:19	3
1654093	1654094	0.25	366:21	4
1654182	1654183	0.3333333333333333	305:82	3
1654192	1654193	0.5	382:5	2
1654217	1654218	0.3333333333333333	320:67	3
1654255	1654256	0.3333333333333333	342:45	3
1654320	1654321	0.2	214:173	5
1654366	1654367	0.25	329:58	4
1654390	1654391	0.3333333333333333	346:41	3
1654411	1654412	0.2	214:173	5
1654420	1654421	0.2	214:173	5
1654444	1654445	0.3333333333333333	348:39	3
1654480	1654481	0.16666666666666666	254:133	6
1654594	1654595	0.5	349:38	2
1654633	1654634	0.5	272:115	2
1654714	1654715	0.5	278:109	2
1654771	1654772	0.5	347:40	2
1654789	1654790	0.3333333333333333	314:73	3
1654794	1654795	0.3333333333333333	348:39	3
1654900	1654901	0.2	287:100	5
1654945	1654946	0.5	276:111	2
1655062	1655063	0.2	235:152	5
1655101	1655102	0.5	349:38	2
1655149	1655150	0.5	165:222	2
1655203	1655204	0.5	322:65	2
1655305	1655306	0.3333333333333333	338:49	3
1655366	1655367	0.5	368:19	2
1655370	1655371	0.25	342:45	4
1655401	1655402	0.25	308:79	4
1655465	1655466	0.5	384:3	2
1655485	1655486	0.5	351:36	2
1655593	1655594	0.16666666666666666	270:117	6
1655764	1655765	0.2	358:29	5
1655845	1655846	0.5	193:194	2
1656144	1656145	0.5	384:3	2
1656331	1656332	0.3333333333333333	377:10	3
1656614	1656615	0.2	347:40	5
1656623	1656624	0.1	286:101	10
1656655	1656656	0.3333333333333333	355:32	3
1656661	1656662	0.3333333333333333	311:76	3
1656671	1656672	0.3333333333333333	350:37	3
1656675	1656676	0.5	316:71	2
1656692	1656693	0.5	380:7	2
1656759	1656760	0.3333333333333333	317:70	3
1656785	1656786	0.5	377:10	2
1656862	1656863	0.5	312:75	2
1656939	1656940	0.5	340:47	2
1657079	1657080	0.3333333333333333	162:225	3
1657175	1657176	0.5	352:35	2
1657218	1657219	0.5	352:35	2
1657386	1657387	0.25	221:166	4
1657478	1657479	0.3333333333333333	333:54	3
1657572	1657573	0.5	332:55	2
1657771	1657772	0.3333333333333333	315:72	3
1657934	1657935	0.5	136:251	2
1658087	1658088	0.5	380:7	2
1658180	1658181	0.5	273:114	2
1658264	1658265	0.5	347:40	2
1658462	1658463	0.5	352:35	2
1658513	1658514	0.5	157:230	2
1658573	1658574	0.14285714285714285	294:93	7
1658603	1658604	0.16666666666666666	324:63	6
1658672	1658673	0.16666666666666666	297:90	6
1658831	1658832	0.5	352:35	2
1659053	1659054	0.2	326:61	5
1659101	1659102	0.3333333333333333	377:10	3
1659146	1659147	0.5	323:64	2
1659282	1659283	0.25	345:42	4
1659419	1659420	0.5	368:19	2
1659489	1659490	0.5	336:51	2
1659522	1659523	0.3333333333333333	322:65	3
1660188	1660189	0.2	192:195	5
1660354	1660355	0.5	355:32	2
1660450	1660451	0.5	351:36	2
1660465	1660466	0.3333333333333333	356:31	3
1660630	1660631	0.2	309:78	5
1660663	1660664	0.5	342:45	2
1660744	1660745	0.5	383:4	2
1660906	1660907	0.5	358:29	2
1660924	1660925	0.3333333333333333	191:196	3
1660954	1660955	0.5	349:38	2
1660963	1660964	0.2	280:107	5
1660965	1660966	0.3333333333333333	354:33	3
1660966	1660967	0.25	313:74	4
1661005	1661006	0.3333333333333333	325:62	3
1661038	1661039	0.2	361:26	5
1661140	1661141	0.3333333333333333	161:226	3
1661520	1661521	0.5	342:45	2
1661583	1661584	0.3333333333333333	337:50	3
1661692	1661693	0.2	224:163	5
1661723	1661724	0.5	368:19	2
1661775	1661776	0.5	380:7	2
1661967	1661968	0.3333333333333333	349:38	3
1661981	1661982	0.3333333333333333	353:34	3
1661992	1661993	0.1	302:85	10
1662000	1662001	0.5	368:19	2
1662019	1662020	0.5	313:74	2
1662285	1662286	0.5	276:111	2
1662434	1662435	0.5	320:67	2
1662458	1662459	0.25	234:153	4
1662464	1662465	0.5	358:29	2
1662696	1662697	0.5	382:5	2
1663347	1663348	0.3333333333333333	349:38	3
1663392	1663393	0.16666666666666666	312:75	6
1663449	1663450	0.5	336:51	2
1663485	1663486	0.25	186:201	4
1663521	1663522	0.2	191:196	5
1663599	1663600	0.3333333333333333	353:34	3
1663695	1663696	0.5	352:35	2
1663701	1663702	0.2	245:142	5
1663718	1663719	0.5	349:38	2
1663803	1663804	0.3333333333333333	353:34	3
1664052	1664053	0.3333333333333333	356:31	3
1664395	1664396	0.5	357:30	2
1664546	1664547	0.5	384:3	2
1664684	1664685	0.5	354:33	2
1664708	1664709	0.3333333333333333	318:69	3
1664784	1664785	0.14285714285714285	232:155	7
1664819	1664820	0.25	356:31	4
1664837	1664838	0.25	356:31	4
1664849	1664850	0.5	354:33	2
1664855	1664856	0.5	354:33	2
1664861	1664862	0.25	353:34	4
1664870	1664871	0.3333333333333333	344:43	3
1664907	1664908	0.25	382:5	4
1664916	1664917	0.14285714285714285	236:151	7
1664931	1664932	0.3333333333333333	319:68	3
1664959	1664960	0.5	354:33	2
1665060	1665061	0.5	136:251	2
1665131	1665132	0.125	305:82	8
1665276	1665277	0.5	382:5	2
1665425	1665426	0.2	337:50	5
1665522	1665523	0.5	323:64	2
1665539	1665540	0.5	311:76	2
1665648	1665649	0.3333333333333333	315:72	3
1665660	1665661	0.5	379:8	2
1665878	1665879	0.25	360:27	4
1666203	1666204	0.2	236:151	5
1666236	1666237	0.3333333333333333	378:9	3
1666251	1666252	0.5	383:4	2
1666269	1666270	0.5	380:7	2
1666344	1666345	0.07142857142857142	308:79	14
1666433	1666434	0.06666666666666667	281:106	15
1666460	1666461	0.2	315:72	5
1666461	1666462	0.3333333333333333	378:9	3
1666471	1666472	0.16666666666666666	322:65	6
1666480	1666481	0.16666666666666666	322:65	6
1666486	1666487	0.5	383:4	2
1666493	1666494	0.5	358:29	2
1666495	1666496	0.5	383:4	2
1666500	1666501	0.25	315:72	4
1666527	1666528	0.25	320:67	4
1666539	1666540	0.3333333333333333	313:74	3
1666600	1666601	0.3333333333333333	334:53	3
1666608	1666609	0.3333333333333333	345:42	3
1666611	1666612	0.14285714285714285	264:123	7
1666631	1666632	0.5	310:77	2
1666642	1666643	0.5	357:30	2
1666667	1666668	0.5	379:8	2
1666708	1666709	0.5	373:14	2
1666711	1666712	0.5	383:4	2
1666736	1666737	0.3333333333333333	339:48	3
1666807	1666808	0.3333333333333333	289:98	3
1666874	1666875	0.3333333333333333	378:9	3
1666898	1666899	0.3333333333333333	378:9	3
1667039	1667040	0.25	322:65	4
1667077	1667078	0.25	201:186	4
1667123	1667124	0.25	296:91	4
1667158	1667159	0.5	351:36	2
1667339	1667340	0.5	270:117	2
1667360	1667361	0.5	352:35	2
1667408	1667409	0.5	351:36	2
1667462	1667463	0.5	357:30	2
1667498	1667499	0.2	306:81	5
1667522	1667523	0.5	349:38	2
1667531	1667532	0.3333333333333333	346:41	3
1667720	1667721	0.25	204:183	4
1667762	1667763	0.3333333333333333	237:150	3
1667771	1667772	0.5	352:35	2
1667783	1667784	0.3333333333333333	237:150	3
1667858	1667859	0.25	204:183	4
1667888	1667889	0.3333333333333333	237:150	3
1667927	1667928	0.3333333333333333	346:41	3
1667933	1667934	0.3333333333333333	347:40	3
1667951	1667952	0.3333333333333333	326:61	3
1667978	1667979	0.5	372:15	2
1668014	1668015	0.5	380:7	2
1668222	1668223	0.3333333333333333	343:44	3
1668417	1668418	0.3333333333333333	342:45	3
1668509	1668510	0.25	216:171	4
1668584	1668585	0.3333333333333333	337:50	3
1668645	1668646	0.5	323:64	2
1668717	1668718	0.5	323:64	2
1668822	1668823	0.5	371:16	2
1668837	1668838	0.3333333333333333	346:41	3
1668870	1668871	0.2	247:140	5
1668885	1668886	0.5	323:64	2
1668933	1668934	0.5	352:35	2
1669029	1669030	0.2	313:74	5
1669080	1669081	0.25	246:141	4
1669616	1669617	0.5	371:16	2
1669859	1669860	0.5	133:254	2
1669954	1669955	0.5	378:9	2
1670062	1670063	0.5	376:11	2
1670084	1670085	0.5	383:4	2
1670097	1670098	0.5	371:16	2
1670098	1670099	0.5	380:7	2
1670290	1670291	0.25	376:11	4
1670452	1670453	0.5	323:64	2
1670777	1670778	0.5	362:25	2
1670899	1670900	0.16666666666666666	198:189	6
1670904	1670905	0.3333333333333333	356:31	3
1670929	1670930	0.2	318:69	5
1671018	1671019	0.5	385:2	2
1671057	1671058	0.1111111111111111	200:187	9
1671120	1671121	0.3333333333333333	356:31	3
1671158	1671159	0.1	163:224	10
1671189	1671190	0.125	300:87	8
1671303	1671304	0.3333333333333333	372:15	3
1671321	1671322	0.25	348:39	4
1671754	1671755	0.1111111111111111	183:204	9
1671759	1671760	0.5	384:3	2
1671764	1671765	0.5	384:3	2
1671765	1671766	0.5	369:18	2
1671774	1671775	0.5	384:3	2
1671779	1671780	0.14285714285714285	317:70	7
1671787	1671788	0.14285714285714285	246:141	7
1671799	1671800	0.14285714285714285	181:206	7
1671836	1671837	0.5	367:20	2
1671844	1671845	0.25	178:209	4
1671871	1671872	0.2	181:206	5
1671905	1671906	0.25	348:39	4
1671918	1671919	0.5	133:254	2
1671943	1671944	0.2	239:148	5
1672016	1672017	0.5	355:32	2
1672046	1672047	0.2	244:143	5
1672060	1672061	0.5	385:2	2
1672129	1672130	0.3333333333333333	334:53	3
1672202	1672203	0.5	350:37	2
1672238	1672239	0.14285714285714285	182:205	7
1672509	1672510	0.5	385:2	2
1672512	1672513	0.3333333333333333	321:66	3
1672705	1672706	0.2	212:175	5
1672969	1672970	0.5	349:38	2
1673027	1673028	0.5	355:32	2
1673042	1673043	0.5	354:33	2
1673147	1673148	0.5	367:20	2
1673177	1673178	0.5	320:67	2
1673252	1673253	0.25	314:73	4
1673555	1673556	0.16666666666666666	353:34	6
1673588	1673589	0.5	373:14	2
1673644	1673645	0.5	355:32	2
1673654	1673655	0.5	355:32	2
1673672	1673673	0.16666666666666666	265:122	6
1673678	1673679	0.3333333333333333	353:34	3
1673774	1673775	0.3333333333333333	283:104	3
1673780	1673781	0.5	373:14	2
1673846	1673847	0.5	261:126	2
1673890	1673891	0.3333333333333333	370:17	3
1673891	1673892	0.5	351:36	2
1673914	1673915	0.25	366:21	4
1673993	1673994	0.16666666666666666	184:203	6
1674183	1674184	0.25	313:74	4
1674273	1674274	0.5	373:14	2
1674456	1674457	0.5	156:231	2
1674486	1674487	0.5	322:65	2
1674489	1674490	0.3333333333333333	347:40	3
1674606	1674607	0.14285714285714285	242:145	7
1674682	1674683	0.2	191:196	5
1674711	1674712	0.5	349:38	2
1674778	1674779	0.16666666666666666	174:213	6
1675416	1675417	0.25	315:72	4
1675778	1675779	0.5	345:42	2
1675913	1675914	0.5	280:107	2
1676130	1676131	0.25	294:93	4
1676205	1676206	0.3333333333333333	338:49	3
