n_events,operon_id,operon_label,operon_locus_tags,NCTC8325_chrom,BeginTU,EndTUshort,mutated_features,mutated_features_types,mutated_genes
2,TU-U631,"S502, rbgA, rnhB, sucC, sucD","new_1165062_1165141_1, SAOUHSC_01214, SAOUHSC_01215, SAOUHSC_01216, SAOUHSC_01218",NC_007795,1165062,1168972,"SAOUHSC_01216,SAOUHSC_01218",NCTC8325_operons,"sucC,sucD"
2,TU-U632,"sucC, sucD","SAOUHSC_01216, SAOUHSC_01218",NC_007795,1166836,1168989,"SAOUHSC_01216,SAOUHSC_01218",NCTC8325_operons,"sucC,sucD"
2,TU-U635,"topA, S504, gid, S505, xerC, clpQ, hslU, codY, S506, NA, S507, S508, rpsB, NA, tsf, S509, pyrH, frr, S510, S511, uppS, cdsA, S512, NA, proS","SAOUHSC_01222, new_1174894_1175048_1, SAOUHSC_01223, new_1176381_1176740_1, SAOUHSC_01224, SAOUHSC_01225, SAOUHSC_01226, SAOUHSC_01228, new_1180479_1180528_1, SAOUHSC_01230, new_1180622_1180684_1, new_1180686_1180856_1, SAOUHSC_01232, SAOUHSC_01233, SAOUHSC_01234, new_1182690_1182787_1, SAOUHSC_01235, SAOUHSC_01236, new_1184084_1184389_1, new_1184391_1184455_1, SAOUHSC_01237, SAOUHSC_01238, new_1186016_1186353_1, SAOUHSC_01239, SAOUHSC_01240",NC_007795,1172780,1189372,"SAOUHSC_01234,new_1186016_1186353_1,SAOUHSC_01240",NCTC8325_operons,"tsf,proS"
2,TU-U641,"S515, rimP, nusA, NA, NA, infB","new_1194037_1194124_1, SAOUHSC_01242, SAOUHSC_01243, SAOUHSC_01244, SAOUHSC_01245, SAOUHSC_01246",NC_007795,1194037,1198552,"SAOUHSC_01246,new_1194037_1194124_1,U641","NCTC8325_operons,promoter",infB
2,TU-U643,"S517, rbfA, S518, truB, ribC, S519, rpsO, S520, pnpA","new_1198823_1198914_1, SAOUHSC_01247, new_1199318_1199433_1, SAOUHSC_01248, SAOUHSC_01249, new_1201338_1201451_1, SAOUHSC_01250, new_1201769_1202090_1, SAOUHSC_01251",NC_007795,1198823,1204162,"new_1201769_1202090_1,new_1198823_1198914_1",NCTC8325_operons,
2,TU-U646,"S521, rnjB, S522, ftsK, NA, NA, NA, NA, S523, NA, NA, pgsA","new_1204363_1204524_1, SAOUHSC_01252, new_1206097_1206477_1, SAOUHSC_01253, SAOUHSC_01254, SAOUHSC_01255, SAOUHSC_01256, SAOUHSC_01257, new_1212726_1212829_1, SAOUHSC_01258, SAOUHSC_01259, SAOUHSC_01260",NC_007795,1204363,1214668,"SAOUHSC_01256,SAOUHSC_01254",NCTC8325_operons,-
2,TU-U65,"NA, rlp, ggt, S55","SAOUHSC_00169, SAOUHSC_00170, SAOUHSC_00171, new_188435_188581_1",NC_007795,182037,188548,"U65,SAOUHSC_00170","NCTC8325_operons,promoter",-
2,TU-U652,"NA, NA, NA","SAOUHSC_01265, SAOUHSC_01266, SAOUHSC_01267",NC_007795,1219826,1223406,"SAOUHSC_01265,SAOUHSC_01266",NCTC8325_operons,-
2,TU-U655,"S533, glpF, S534, glpK","new_1232229_1232333_1, SAOUHSC_01275, new_1233153_1233242_1, SAOUHSC_01276",NC_007795,1232228,1234813,SAOUHSC_01276,NCTC8325_operons,glpK
2,TU-U658,"NA, miaA, hfq, S536","SAOUHSC_01279, SAOUHSC_01280, SAOUHSC_01281, new_1238874_1239036_1",NC_007795,1236700,1238995,"SAOUHSC_01280,SAOUHSC_01279",NCTC8325_operons,"miaA,-"
2,TU-U66,"NA, S54","SAOUHSC_00167, new_180199_180401_-1",NC_007795,182058,180226,"U66,SAOUHSC_00167","NCTC8325_operons,promoter",-
2,TU-U680,"S550, katA, S551, rpmG, S552, rpsN, S553, guaC, S554, NA, S556","new_1269986_1270121_1, SAOUHSC_01327, new_1271544_1271633_1, SAOUHSC_01328, new_1271833_1272186_1, SAOUHSC_01329, new_1272507_1272595_1, SAOUHSC_01330, new_1273641_1273814_1, SAOUHSC_01332, new_1274679_1274830_1",NC_007795,1269978,1274780,"new_1272507_1272595_1,SAOUHSC_01327",NCTC8325_operons,katA
2,TU-U702,"S572, msrA2, S571","new_1304719_1304810_-1, SAOUHSC_01360, new_1304105_1304208_-1",NC_007795,1304816,1304147,"SAOUHSC_01360,new_1304719_1304810_-1",NCTC8325_operons,msrA2
2,TU-U713,"S580, NA","new_1321588_1321668_-1, SAOUHSC_01376",NC_007795,1321668,1321130,"SAOUHSC_01376,U713","NCTC8325_operons,promoter",-
2,TU-U730,"S595, arlR, arlS, S594","new_1362293_1362553_-1, SAOUHSC_01420, SAOUHSC_01419, new_1360103_1360280_-1",NC_007795,1362613,1360145,"new_1362293_1362553_-1,SAOUHSC_01419",NCTC8325_operons,arlS
2,TU-U731,"S596, S597","new_1362874_1363048_1, new_1363050_1363769_1",NC_007795,1362874,1363707,"new_1363050_1363769_1,new_1362874_1363048_1",NCTC8325_operons,pgpB
2,TU-U737,"thyA, S600, dfrA, NA, msrA2, msrB, crr, NA","SAOUHSC_01435, new_1370490_1370688_-1, SAOUHSC_01434, SAOUHSC_01433, SAOUHSC_01432, SAOUHSC_01431, SAOUHSC_01430, SAOUHSC_01429",NC_007795,1371696,1367404,"SAOUHSC_01430,SAOUHSC_01435",NCTC8325_operons,"crr,thyA"
2,TU-U738,"NA, NA, cvfC, NA, S601, thyA, S600, dfrA, NA, msrA2, msrB, crr, NA","SAOUHSC_01439, SAOUHSC_01438, SAOUHSC_01437, SAOUHSC_01436, new_1371698_1372034_-1, SAOUHSC_01435, new_1370490_1370688_-1, SAOUHSC_01434, SAOUHSC_01433, SAOUHSC_01432, SAOUHSC_01431, SAOUHSC_01430, SAOUHSC_01429",NC_007795,1374218,1367404,"SAOUHSC_01430,SAOUHSC_01435",NCTC8325_operons,"crr,thyA"
2,TU-U782,"S637, NA, NA, S636","new_1511430_1511530_-1, SAOUHSC_01584, SAOUHSC_01583, new_1508170_1508539_-1",NC_007795,1511531,1508198,SAOUHSC_01583,NCTC8325_operons,
2,TU-U787,"NA, fur, xerD","SAOUHSC_01593, SAOUHSC_01592, SAOUHSC_01591",NC_007795,1519093,1517004,"SAOUHSC_01592,SAOUHSC_01593",NCTC8325_operons,"fur,nudF"
2,TU-U788,"S639, proC","new_1521337_1521424_1, SAOUHSC_01597",NC_007795,1521337,1522198,SAOUHSC_01597,NCTC8325_operons,proC
2,TU-U79,"fadX, fadE, S65, fadD, S64, fadB, fadA, S63, NA, NA, S61","SAOUHSC_00199, SAOUHSC_00198, new_219119_219229_-1, SAOUHSC_00197, new_217722_217906_-1, SAOUHSC_00196, SAOUHSC_00195, new_214121_214245_-1, SAOUHSC_00194, SAOUHSC_00193, new_212870_213823_-1",NC_007795,222397,212917,"SAOUHSC_00198,SAOUHSC_00196",NCTC8325_operons,"fadE,fadB"
2,TU-U798,"argR, recN, S646, lpdA, bfmBAA, bfmBAB, bmfBB, S645, NA, NA","SAOUHSC_01617, SAOUHSC_01615, new_1539337_1539486_-1, SAOUHSC_01614, SAOUHSC_01613, SAOUHSC_01612, SAOUHSC_01611, new_1534335_1534608_-1, SAOUHSC_01610, SAOUHSC_01609",NC_007795,1541674,1532882,"SAOUHSC_01613,SAOUHSC_01615",NCTC8325_operons,"bfmBAA,recN"
2,TU-U800,"accB, accC, NA, nusB, xseA, xseB, ispA, S647","SAOUHSC_01624, SAOUHSC_01623, SAOUHSC_01622, SAOUHSC_01621, SAOUHSC_01620, SAOUHSC_01619, SAOUHSC_01618, new_1541676_1542035_-1",NC_007795,1547198,1541688,"SAOUHSC_01622,SAOUHSC_01623",NCTC8325_operons,"-,accC"
2,TU-U816,"dnaG, S656, sigA, NA, NA, S655, NA, nfo, S654, znuC, znuB, zur","SAOUHSC_01663, new_1575605_1575827_-1, SAOUHSC_01662, SAOUHSC_01661, SAOUHSC_01660, new_1572511_1572586_-1, SAOUHSC_01659, SAOUHSC_01658, new_1570102_1570204_-1, SAOUHSC_01657, SAOUHSC_01656, SAOUHSC_01655",NC_007795,1577660,1568123,SAOUHSC_01660,NCTC8325_operons,-
2,TU-U828,"S669, lepA, S668, S667, hemN","new_1599761_1599931_-1, SAOUHSC_01688, new_1597755_1597936_-1, new_1597375_1597625_-1, SAOUHSC_01686",NC_007795,1599931,1596207,SAOUHSC_01688,NCTC8325_operons,lepA
2,TU-U834,"NA",SAOUHSC_01704,NC_007795,1610855,1611193,"SAOUHSC_01704,U834","NCTC8325_operons,promoter",
2,TU-U837,"S676, NA, NA, NA, udk, greA","new_1623897_1624070_-1, SAOUHSC_01718, SAOUHSC_01717, SAOUHSC_01716, SAOUHSC_01715, SAOUHSC_01714",NC_007795,1624070,1619786,"SAOUHSC_01714,new_1623897_1624070_-1",NCTC8325_operons,greA
2,TU-U847,"S685, NA, NA","new_1639007_1639262_-1, SAOUHSC_01736, SAOUHSC_01735",NC_007795,1639262,1638027,"SAOUHSC_01736,SAOUHSC_01735",NCTC8325_operons,tcaD
2,TU-U851,"S690, recJ, apt","new_1649580_1649662_-1, SAOUHSC_01744, SAOUHSC_01743",NC_007795,1649662,1646782,SAOUHSC_01744,NCTC8325_operons,recJ
2,TU-U858,"obgE, NA, ruvA, ruvB, queA, tgt, yajC, S692","SAOUHSC_01753, SAOUHSC_01752, SAOUHSC_01751, SAOUHSC_01750, SAOUHSC_01749, SAOUHSC_01748, SAOUHSC_01747, new_1652156_1652296_-1",NC_007795,1658270,1652171,"SAOUHSC_01748,SAOUHSC_01750",NCTC8325_operons,"tgt,ruvB"
2,TU-U860,"mreC, mreD","SAOUHSC_01759, SAOUHSC_01758",NC_007795,1661094,1659685,SAOUHSC_01758,NCTC8325_operons,mreD
2,TU-U87,"S73, ispD, NA, S74, NA, S75","new_239650_239968_1, SAOUHSC_00220, SAOUHSC_00221, new_241662_241835_1, SAOUHSC_00222, new_243378_243605_1",NC_007795,239651,243560,"SAOUHSC_00221,SAOUHSC_00222",NCTC8325_operons,"tarJ',tarL'"
2,TU-U897,ald2,SAOUHSC_01818,NC_007795,1724675,1723469,SAOUHSC_01818,NCTC8325_operons,ald2
2,TU-U899,ackA,SAOUHSC_01820,NC_007795,1726801,1725560,SAOUHSC_01820,NCTC8325_operons,ackA
2,TU-U903,"NA, S724, rpsD","SAOUHSC_01828, new_1734377_1734576_1, SAOUHSC_01829",NC_007795,1733829,1735174,"SAOUHSC_01829,SAOUHSC_01828",NCTC8325_operons,"rpsD,-"
2,TU-U905,"NA",SAOUHSC_01831,NC_007795,1736170,1736653,SAOUHSC_01831,NCTC8325_operons,-
2,TU-U920,"S732, aroA","new_1758967_1759271_-1, SAOUHSC_01852",NC_007795,1759271,1757826,"new_1758967_1759271_-1,SAOUHSC_01852",NCTC8325_operons,aroA2
2,TU-U930,"NA, dat, S736, S735, NA, trmB","SAOUHSC_01868, SAOUHSC_01867, new_1773372_1773806_-1, new_1773258_1773370_-1, SAOUHSC_01866, SAOUHSC_01865",NC_007795,1776183,1771885,"SAOUHSC_01868,SAOUHSC_01867",NCTC8325_operons,"-,dat"
2,TU-U942,"S743, ribD, ribB, ribA, ribH, NA, NA","new_1801924_1802286_-1, SAOUHSC_01889, SAOUHSC_01888, SAOUHSC_01887, SAOUHSC_01886, SAOUHSC_01883, SAOUHSC_01882",NC_007795,1802286,1796450,"SAOUHSC_01887,SAOUHSC_01882",NCTC8325_operons,"ribA,-"
2,TU-U955,pckA,SAOUHSC_01910,NC_007795,1819072,1820735,SAOUHSC_01910,NCTC8325_operons,pckA
1,TU-U1005,"S797, gsaB","new_1909220_1909372_1, SAOUHSC_02000",NC_007795,1909219,1910563,SAOUHSC_02000,NCTC8325_operons,gsaB
1,TU-U1006,"NA, NA, S796","SAOUHSC_01999, SAOUHSC_01998, new_1907719_1907766_-1",NC_007795,1909224,1907715,SAOUHSC_01998,NCTC8325_operons,-
1,TU-U1007,"S798, NA","new_1910787_1910891_1, SAOUHSC_02001",NC_007795,1910733,1911991,U1007,promoter,
1,TU-U101,lytM,SAOUHSC_00248,NC_007795,267698,268686,SAOUHSC_00248,NCTC8325_operons,lytM
1,TU-U1012,"recX, NA, NA, NA, S803","SAOUHSC_02011, SAOUHSC_02010, SAOUHSC_02009, SAOUHSC_02008, new_1917273_1917423_-1",NC_007795,1920956,1917320,SAOUHSC_02011,NCTC8325_operons,recX
1,TU-U1022,"NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, S812","SAOUHSC_02068, SAOUHSC_02067, SAOUHSC_02066, SAOUHSC_02062, SAOUHSC_02061, SAOUHSC_02058, SAOUHSC_02057, SAOUHSC_02056, SAOUHSC_02053, SAOUHSC_02052, SAOUHSC_02051, new_1950544_1950672_-1",NC_007795,1956998,1950572,SAOUHSC_02068,NCTC8325_operons,
1,TU-U1023,"S814, S815","new_1960585_1960960_1, new_1960962_1962644_1",NC_007795,1960585,1962124,"new_1960962_1962644_1,new_1960585_1960960_1",NCTC8325_operons,
1,TU-U103,"NA, NA","SAOUHSC_00254, SAOUHSC_00255",NC_007795,273208,274160,SAOUHSC_00255,NCTC8325_operons,
1,TU-U1031,map,SAOUHSC_02102,NC_007795,1976650,1975936,SAOUHSC_02102,NCTC8325_operons,map
1,TU-U1035,NA,NA,NC_007795,-1,-1,U1035,promoter,
1,TU-U1039,"S830, dinP","new_1984171_1984262_-1, SAOUHSC_02111",NC_007795,1984262,1983144,U1039,promoter,
1,TU-U1044,"NA",SAOUHSC_02121,NC_007795,1994993,1993497,SAOUHSC_02121,NCTC8325_operons,-
1,TU-U1047,"NA, NA, S836","SAOUHSC_02127, SAOUHSC_02129, new_2003863_2004006_1",NC_007795,2002311,2003978,SAOUHSC_02127,NCTC8325_operons,-
1,TU-U1048,"S838, NA, nadE, S837, NA, NA","new_2007438_2007508_-1, SAOUHSC_02133, SAOUHSC_02132, new_2004911_2005180_-1, SAOUHSC_02131, SAOUHSC_02130",NC_007795,2007508,2004139,new_2004911_2005180_-1,NCTC8325_operons,
1,TU-U1049,"NA, pheA","SAOUHSC_02134, SAOUHSC_02135",NC_007795,2007619,2009554,SAOUHSC_02134,NCTC8325_operons,nos
1,TU-U105,"S84, esxA","new_275843_275930_1, SAOUHSC_00257",NC_007795,275837,276183,new_275843_275930_1,NCTC8325_operons,
1,TU-U1058,"NA, S846, NA, NA","SAOUHSC_02149, new_2021740_2021873_-1, SAOUHSC_02148, SAOUHSC_02147",NC_007795,2022395,2020425,U1058,promoter,
1,TU-U1060,"NA, NA, NA, NA, NA","SAOUHSC_02155, SAOUHSC_02154, SAOUHSC_02153, SAOUHSC_02152, SAOUHSC_02151",NC_007795,2026749,2023162,SAOUHSC_02152,NCTC8325_operons,pmtC
1,TU-U1061,"NA, NA, NA, NA, NA, NA","SAOUHSC_02156, SAOUHSC_02155, SAOUHSC_02154, SAOUHSC_02153, SAOUHSC_02152, SAOUHSC_02151",NC_007795,2027178,2023162,SAOUHSC_02152,NCTC8325_operons,pmtC
1,TU-U1065,"eap, truncated-mapW","SAOUHSC_02161, SAOUHSC_02160",NC_007795,2031404,2029350,SAOUHSC_02161,NCTC8325_operons,
1,TU-U1066,"hlb, S848, S849, S850, NA, S851, NA","SAOUHSC_02163, new_2031939_2032098_1, new_2032100_2032203_1, new_2032205_2032309_1, SAOUHSC_02164, new_2032490_2032799_1, SAOUHSC_02166",NC_007795,2031706,2033048,"SAOUHSC_02164,new_2032490_2032799_1,SAOUHSC_02166",NCTC8325_operons,
1,TU-U1067,"S850, NA, S851, NA","new_2032205_2032309_1, SAOUHSC_02164, new_2032490_2032799_1, SAOUHSC_02166",NC_007795,2032205,2033048,"SAOUHSC_02164,new_2032490_2032799_1,SAOUHSC_02166",NCTC8325_operons,
1,TU-U1068,scn,SAOUHSC_02167,NC_007795,2033494,2033124,"SAOUHSC_02167,U1068","NCTC8325_operons,promoter",scn
1,TU-U1073,S854,new_2034987_2035470_-1,NC_007795,2035469,2034688,"new_2034987_2035470_-1,U1073","NCTC8325_operons,promoter",
1,TU-U1074,"S855, sak","new_2036167_2036252_-1, SAOUHSC_02171",NC_007795,2036260,2035623,SAOUHSC_02171,NCTC8325_operons,sak
1,TU-U1075,NA,NA,NC_007795,-1,-1,U1075,promoter,
1,TU-U1076,NA,NA,NC_007795,-1,-1,U1076,promoter,
1,TU-U1082,"S864, lukH, lukG","new_2077787_2077851_-1, SAOUHSC_02243, SAOUHSC_02241",NC_007795,2077852,2075709,SAOUHSC_02241,NCTC8325_operons,lukG
1,TU-U1087,"groES, S869, groEL","SAOUHSC_02255, new_2088377_2088451_-1, SAOUHSC_02254",NC_007795,2088811,2086776,SAOUHSC_02254,NCTC8325_operons,groEL
1,TU-U1088,"NA",SAOUHSC_02256,NC_007795,2088873,2089641,U1088,promoter,
1,TU-U1090,sdrH,SAOUHSC_02257,NC_007795,2090992,2089717,SAOUHSC_02257,NCTC8325_operons,sdrH
1,TU-U1094,"hld, S871, S870, sdrH","SAOUHSC_02260, new_2093169_2093503_-1, new_2090994_2093167_-1, SAOUHSC_02257",NC_007795,2093694,2090686,SAOUHSC_02257,NCTC8325_operons,sdrH
1,TU-U1098,S874,new_2096610_2096806_-1,NC_007795,2096823,2096653,new_2096610_2096806_-1,NCTC8325_operons,agrA
1,TU-U1105,"NA",SAOUHSC_02276,NC_007795,2106981,2107525,SAOUHSC_02276,NCTC8325_operons,-
1,TU-U111,"S89, brnQ2","new_298686_298818_-1, SAOUHSC_00282",NC_007795,298821,297407,SAOUHSC_00282,NCTC8325_operons,brnQ2
1,TU-U1111,"NA, NA, S888","SAOUHSC_02297, SAOUHSC_02296, new_2128757_2128896_-1",NC_007795,2131539,2128766,SAOUHSC_02296,NCTC8325_operons,-
1,TU-U1114,"NA, kdpA, S893, kdpB, kdpC","SAOUHSC_02313, SAOUHSC_02312, new_2142426_2142497_-1, SAOUHSC_02311, SAOUHSC_02310",NC_007795,2144304,2139884,SAOUHSC_02312,NCTC8325_operons,kdpA
1,TU-U1117,"S894, cshA","new_2149688_2149769_-1, SAOUHSC_02316",NC_007795,2149769,2148180,SAOUHSC_02316,NCTC8325_operons,cshA
1,TU-U1126,oxaI,SAOUHSC_02327,NC_007795,2159263,2158346,SAOUHSC_02327,NCTC8325_operons,yidC
1,TU-U1127,"NA, S900, tenA, NA, thiM, thiE, oxaI","SAOUHSC_02332, new_2162264_2162335_-1, SAOUHSC_02331, SAOUHSC_02330, SAOUHSC_02329, SAOUHSC_02328, SAOUHSC_02327",NC_007795,2162441,2158346,SAOUHSC_02327,NCTC8325_operons,yidC
1,TU-U1132,"NA, S902, murA1, fabZ","SAOUHSC_02338, new_2166534_2166643_-1, SAOUHSC_02337, SAOUHSC_02336",NC_007795,2166937,2164772,SAOUHSC_02337,NCTC8325_operons,murA1
1,TU-U1133,"S905, NA, glyA, upp, mnaA, NA, atpB, atpE, S904, atpF, atpH, atpA, S903, atpG, atpD, atpC","new_2178104_2178168_-1, SAOUHSC_02355, SAOUHSC_02354, SAOUHSC_02353, SAOUHSC_02352, SAOUHSC_02351, SAOUHSC_02350, SAOUHSC_02349, new_2172785_2172981_-1, SAOUHSC_02347, SAOUHSC_02346, SAOUHSC_02345, new_2170095_2170193_-1, SAOUHSC_02343, SAOUHSC_02341, SAOUHSC_02340",NC_007795,2178168,2167441,SAOUHSC_02341,NCTC8325_operons,atpD
1,TU-U1134,"NA, ptpB","SAOUHSC_02357, SAOUHSC_02356",NC_007795,2179715,2178185,SAOUHSC_02356,NCTC8325_operons,ptpB
1,TU-U1137,"NA",SAOUHSC_02363,NC_007795,2186015,2184492,SAOUHSC_02363,NCTC8325_operons,-
1,TU-U114,"S91, pfoR","new_302318_302465_1, SAOUHSC_00290",NC_007795,302318,303434,SAOUHSC_00290,NCTC8325_operons,-
1,TU-U1142,"S914, rpoE, S913, pyrG","new_2192536_2192612_-1, SAOUHSC_02369, new_2191670_2191961_-1, SAOUHSC_02368",NC_007795,2192612,2190068,new_2191670_2191961_-1,NCTC8325_operons,
1,TU-U1143,"NA, S914, rpoE","SAOUHSC_02370, new_2192536_2192612_-1, SAOUHSC_02369",NC_007795,2193567,2192057,SAOUHSC_02370,NCTC8325_operons,-
1,TU-U1144,coaA,SAOUHSC_02371,NC_007795,2193884,2194718,SAOUHSC_02371,NCTC8325_operons,coaA
1,TU-U1146,"S917, hmrA, NA, S916, NA, S915","new_2198312_2198388_-1, SAOUHSC_02374, SAOUHSC_02373, new_2195578_2195933_-1, SAOUHSC_02372, new_2194765_2194863_-1",NC_007795,2198388,2194811,SAOUHSC_02373,NCTC8325_operons,-
1,TU-U1152,"dps, S921","SAOUHSC_02381, new_2202140_2202943_-1",NC_007795,2203500,2202104,SAOUHSC_02381,NCTC8325_operons,dps
1,TU-U1153,"NA, S922, dps","SAOUHSC_02382, new_2203502_2203638_-1, SAOUHSC_02381",NC_007795,2204099,2202988,SAOUHSC_02381,NCTC8325_operons,dps
1,TU-U1154,"S924, NA, S923","new_2205884_2206216_-1, SAOUHSC_02383, new_2204416_2204509_-1",NC_007795,2206216,2204450,SAOUHSC_02383,NCTC8325_operons,-
1,TU-U1155,"S926, NA, manA, NA, S925","new_2207834_2208024_-1, SAOUHSC_02386, SAOUHSC_02385, SAOUHSC_02384, new_2206447_2206554_-1",NC_007795,2208024,2206235,new_2206447_2206554_-1,NCTC8325_operons,
1,TU-U1157,"NA, S927, S926, NA, manA, NA, S925","SAOUHSC_02387, new_2208026_2208147_-1, new_2207834_2208024_-1, SAOUHSC_02386, SAOUHSC_02385, SAOUHSC_02384, new_2206447_2206554_-1",NC_007795,2208894,2206490,new_2206447_2206554_-1,NCTC8325_operons,
1,TU-U1159,"NA",SAOUHSC_02390,NC_007795,2210532,2211650,SAOUHSC_02390,NCTC8325_operons,-
1,TU-U1164,"S936, glmS","new_2218867_2219309_-1, SAOUHSC_02399",NC_007795,2219309,2217047,SAOUHSC_02399,NCTC8325_operons,glmS
1,TU-U1168,"NA, NA, glmM","SAOUHSC_02407, SAOUHSC_02406, SAOUHSC_02405",NC_007795,2235999,2232840,SAOUHSC_02406,NCTC8325_operons,-
1,TU-U117,"NA",SAOUHSC_00299,NC_007795,314020,312588,SAOUHSC_00299,NCTC8325_operons,-
1,TU-U1172,"S940, NA, S939","new_2245820_2245964_-1, SAOUHSC_02417, new_2244782_2244931_-1",NC_007795,2245963,2244825,SAOUHSC_02417,NCTC8325_operons,salA
1,TU-U1179,"S947, NA, S948","new_2261817_2261942_1, SAOUHSC_02436, new_2263982_2264151_1",NC_007795,2261816,2264112,"U1179,new_2261817_2261942_1","NCTC8325_operons,promoter",sfnaA
1,TU-U118,"S92, geh, S93","new_314263_314325_1, SAOUHSC_00300, new_316416_316527_1",NC_007795,314264,316490,U118,promoter,
1,TU-U1184,"NA",SAOUHSC_02445,NC_007795,2270546,2269509,SAOUHSC_02445,NCTC8325_operons,-
1,TU-U1187,lacR,SAOUHSC_02456,NC_007795,2280729,2279913,SAOUHSC_02456,NCTC8325_operons,lacR
1,TU-U1188,cobB,SAOUHSC_02457,NC_007795,2280845,2281554,SAOUHSC_02457,NCTC8325_operons,cobB
1,TU-U1193,"NA, S956, NA","SAOUHSC_02465, new_2288215_2288424_-1, SAOUHSC_02464",NC_007795,2289348,2287376,SAOUHSC_02464,NCTC8325_operons,-
1,TU-U1197,"NA, NA, NA, S961, NA, S960, NA","SAOUHSC_02474, SAOUHSC_02473, SAOUHSC_02472, new_2295325_2295452_-1, SAOUHSC_02471, new_2293365_2293917_-1, SAOUHSC_02470",NC_007795,2297610,2293309,SAOUHSC_02472,NCTC8325_operons,-
1,TU-U12,"S10, yycJ","new_29785_29976_1, SAOUHSC_00024",NC_007795,29785,30754,SAOUHSC_00024,NCTC8325_operons,walJ
1,TU-U1200,"cbiO, cbiO, ecfT, truA","SAOUHSC_02483, SAOUHSC_02482, SAOUHSC_02481, SAOUHSC_02480",NC_007795,2303729,2300381,SAOUHSC_02481,NCTC8325_operons,ecfT
1,TU-U1202,"NA, S968","SAOUHSC_02515, new_2318886_2319057_1",NC_007795,2318450,2319022,new_2318886_2319057_1,NCTC8325_operons,
1,TU-U1204,"NA, topB, S969, NA","SAOUHSC_02518, SAOUHSC_02517, new_2320256_2320449_-1, SAOUHSC_02516",NC_007795,2322768,2319098,SAOUHSC_02517,NCTC8325_operons,topB
1,TU-U1206,"glcU, S970, S971","SAOUHSC_02520, new_2324778_2324964_1, new_2324966_2325124_1",NC_007795,2323856,2325091,SAOUHSC_02520,NCTC8325_operons,glcU
1,TU-U1209,"NA, S973, NA, S974","SAOUHSC_02523, new_2326402_2326645_1, SAOUHSC_02524, new_2326964_2327124_1",NC_007795,2326188,2327080,new_2326964_2327124_1,NCTC8325_operons,
1,TU-U1211,"S975, NA","new_2330318_2330386_-1, SAOUHSC_02525",NC_007795,2330386,2327156,SAOUHSC_02525,NCTC8325_operons,-
1,TU-U1214,NA,NA,NC_007795,-1,-1,U1214,promoter,
1,TU-U1216,"modA, modB, modC, S981, moeB, moaB, S980, moeA, mobB, moaE, moaD, mobA, moaA, S979, NA, S978, sarV","SAOUHSC_02549, SAOUHSC_02547, SAOUHSC_02546, new_2342235_2342403_-1, SAOUHSC_02545, SAOUHSC_02544, new_2340135_2340692_-1, SAOUHSC_02542, SAOUHSC_02541, SAOUHSC_02540, SAOUHSC_02538, SAOUHSC_02537, SAOUHSC_02536, new_2335943_2336045_-1, SAOUHSC_02535, new_2335356_2335707_-1, SAOUHSC_02532",NC_007795,2344514,2335231,"SAOUHSC_02546,SAOUHSC_02536",NCTC8325_operons,"modC,moaA"
1,TU-U1219,"bioY, NA","SAOUHSC_02552, SAOUHSC_02551",NC_007795,2347165,2345720,SAOUHSC_02552,NCTC8325_operons,bioY
1,TU-U1220,fhuD2,SAOUHSC_02554,NC_007795,2349546,2348576,SAOUHSC_02554,NCTC8325_operons,fhuD2
1,TU-U1231,"S992, NA, S991, nhaC, S990, NA","new_2365812_2365916_-1, SAOUHSC_02574, new_2364635_2364728_-1, SAOUHSC_02573, new_2363061_2363221_-1, SAOUHSC_02572",NC_007795,2365917,2362941,SAOUHSC_02574,NCTC8325_operons,-
1,TU-U1244,"NA",SAOUHSC_02587,NC_007795,2379739,2378938,SAOUHSC_02587,NCTC8325_operons,spdB
1,TU-U1245,"S1001, NA, S1002","new_2380174_2380508_1, SAOUHSC_02589, new_2381382_2381537_1",NC_007795,2380174,2381497,SAOUHSC_02589,NCTC8325_operons,-
1,TU-U1248,"NA, NA, NA","SAOUHSC_02595, SAOUHSC_02594, SAOUHSC_02593",NC_007795,2385928,2384072,SAOUHSC_02593,NCTC8325_operons,
1,TU-U126,"NA, NA, NA","SAOUHSC_00318, SAOUHSC_00319, SAOUHSC_00320",NC_007795,332948,335564,SAOUHSC_00318,NCTC8325_operons,-
1,TU-U1266,"S1015, gltS","new_2410363_2410443_1, SAOUHSC_02622",NC_007795,2410363,2411655,SAOUHSC_02622,NCTC8325_operons,gltS
1,TU-U1273,"NA, NA","SAOUHSC_02630, SAOUHSC_02629",NC_007795,2419494,2416814,SAOUHSC_02629,NCTC8325_operons,
1,TU-U1275,"NA",SAOUHSC_02638,NC_007795,2424055,2425102,SAOUHSC_02638,NCTC8325_operons,-
1,TU-U1276,"S1022, NA, tcaR, S1021, tcaA","new_2423898_2424783_-1, SAOUHSC_02637, SAOUHSC_02636, new_2423203_2423416_-1, SAOUHSC_02635",NC_007795,2424783,2421795,new_2423898_2424783_-1,NCTC8325_operons,-
1,TU-U1277,"S1023, S1022, NA, tcaR, S1021, tcaA","new_2424785_2425076_-1, new_2423898_2424783_-1, SAOUHSC_02637, SAOUHSC_02636, new_2423203_2423416_-1, SAOUHSC_02635",NC_007795,2425086,2421795,new_2423898_2424783_-1,NCTC8325_operons,-
