Locus	nsub	kb	enrich	xvBF	ELAMBDA	SDLAMBDA
SAUSA300_1332	0	0.879	0	0.00294228898428628	0.140324402889142	0.00770130212081102
SAUSA300_1333	1	3.441	2.02350120519001	-0.01212487785142	0.140053397922574	0.00769803095427428
SAUSA300_1334	0	1.341	0	0.0044891819611621	0.140351809485988	0.00770280625322071
SAUSA300_1335	0	0.333	0	0.00111452824558	0.14029202707099	0.00769952526695074
SAUSA300_1336	0	1.146	0	0.00383623611060102	0.140340240460984	0.00770217132048596
SAUSA300_1337	0	0.345	0	0.00115469432375903	0.140292738466848	0.00769956430987189
SAUSA300_1338	0	0.564	0	0.00188776067761864	0.140305722709106	0.00770027691274061
SAUSA300_1339	0	0.351	0	0.00117477744015559	0.140293094167497	0.00769958383148122
SAUSA300_1340	0	0.627	0	0.00209865521946995	0.140309458347241	0.00770048193251918
SAUSA300_1341	0	2.184	0	0.00731253038566138	0.140401845225437	0.00770555232117896
SAUSA300_1342	0	0.342	0	0.00114465278556963	0.140292560617205	0.00769955454910334
SAUSA300_1343	0	0.66	0	0.00220912600752854	0.140311415189443	0.00770058932818752
SAUSA300_1344	0	0.687	0	0.00229951233313841	0.140313016282774	0.00770067719959965
SAUSA300_1345	0	1.293	0	0.0043284518837936	0.140348961549013	0.00770264995237371
SAUSA300_1346	0	2.694	0	0.00902108977561511	0.140432133281576	0.0077072145942125
SAUSA300_1347	0	0.972	0	0.00325365248818343	0.140329918941012	0.00770160485348815
SAUSA300_1348	0	1.203	0	0.00402709169384252	0.140343621978677	0.00770235690538131
SAUSA300_1349	0	1.143	0	0.00382619120455274	0.14034006249085	0.00770216155310794
SAUSA300_1350	0	0.318	0	0.00106432093116382	0.140291137836291	0.00769947646385517
SAUSA300_1351	0	0.681	0	0.00227942639548928	0.140312660481104	0.00770065767244536
SAUSA300_1352	0	0.588	0	0.0019681007993313	0.1403071457859	0.00770035501422583
SAUSA300_1353	0	0.576	0	0.00192793063752106	0.140306434243877	0.00770031596328581
SAUSA300_1354	1	1.104	6.30694533248082	-0.0199537845119266	0.139915044857597	0.00769042638207076
SAUSA300_1355	0	1.299	0	0.00434854296827325	0.140349317534835	0.00770266948963313
SAUSA300_1356	1	1.065	6.53790389395195	-0.0200843688216992	0.139912738331966	0.00769029960395671
SAUSA300_1357	0	1.167	0	0.00390655079490898	0.140341486264332	0.00770223969282773
SAUSA300_1358	0	0.432	0	0.00144590442278059	0.140297896302777	0.00769984738289278
SAUSA300_1359	0	0.945	0	0.00316325538415185	0.140328317461957	0.00770151696090329
SAUSA300_1360	0	0.603	0	0.00201831378626594	0.140308035223534	0.00770040382845854
SAUSA300_1361	0	0.573	0	0.00191788812981031	0.140306256359508	0.0077003062006125
SAUSA300_1362	0	0.273	0	0.000913700879664248	0.140288470199799	0.00769933005828432
SAUSA300_1363	0	0.999	0	0.00334405061539655	0.140331520456663	0.00770169274807828
SAUSA300_1364	0	1.311	0	0.00438872528457068	0.140350029511848	0.00770270856444805
SAUSA300_1365	0	1.176	0	0.00393668584956686	0.140342020186832	0.00770226899563248
SAUSA300_1366	0	0.117	0	0.000391573313663685	0.14027922317876	0.00769882256207292
SAUSA300_1367	0	0.66	0	0.00220912600752854	0.140311415189443	0.00770058932818752
SAUSA300_1368	0	0.969	0	0.00324360831609738	0.140329740997086	0.00770159508754643
SAUSA300_1369	0	0.987	0	0.00330387354506456	0.140330808667406	0.00770165368356824
SAUSA300_1370	2	1.461	9.53164633409832	-0.0424792038229498	0.13951339411218	0.0076799595833669
SAUSA300_1371	0	1.38	0	0.00461977752593157	0.140354123519878	0.00770293325233024
SAUSA300_1372	0	0.954	0	0.00319338763938504	0.140328851284262	0.00770154625820851
SAUSA300_1373	0	0.225	0	0.000753042615087907	0.140285624832735	0.00769917389847814
SAUSA300_1374	0	0.546	0	0.00182750611429583	0.140304655420471	0.00770021833766702
SAUSA300_1375	0	0.12	0	0.000401613906888088	0.140279400994587	0.00769883232098322
SAUSA300_1376	1	0.915	7.60969141755063	-0.0205865963071119	0.139903867788171	0.00768981203477634
SAUSA300_1377	0	0.207	0	0.000692796596467815	0.140284557849798	0.00769911534018336
SAUSA300_1378	0	0.879	0	0.00294228898428628	0.140324402889142	0.00770130212081102
SAUSA300_1379	1	0.918	7.58482314494425	-0.0205765520668137	0.139904045188049	0.00768982178555371
SAUSA300_1439	0	2.027	0	0.00678663554344894	0.140392523885108	0.00770504074616624
SAUSA300_1440	0	0.87	0	0.00291215767492758	0.140323869100708	0.00770127282536363
SAUSA300_1441	0	1.767	0	0.00591580290301863	0.140377089992234	0.00770419370125218
SAUSA300_1442	0	0.726	0	0.00243007216113256	0.140315329037615	0.00770080412851159
SAUSA300_1443	0	0.738	0	0.00247024484406211	0.140316040669855	0.0077008431844043
SAUSA300_1444	0	0.543	0	0.00181746373300484	0.140304477540601	0.00770020857524151
SAUSA300_1445	0	0.732	0	0.00245015847713148	0.140315684852811	0.00770082365640883
SAUSA300_1446	0	0.507	0	0.0016969561197584	0.140302343017455	0.00770009142806368
SAUSA300_1447	0	0.888	0	0.00297242040642232	0.140324936681674	0.00770133141648222
SAUSA300_1448	0	0.45	0	0.00150615611119065	0.140298963488558	0.00769990595232153
SAUSA300_1449	0	0.543	0	0.00181746373300484	0.140304477540601	0.00770020857524151
SAUSA300_1450	1	0.909	7.65992040380509	-0.0206066847522379	0.139903512989805	0.00768979253329471
SAUSA300_1451	0	0.756	0	0.00253050424771573	0.140317108131724	0.00770090176898548
SAUSA300_1452	0	0.786	0	0.00263093759485855	0.140318887270931	0.00770099941193414
SAUSA300_1453	0	0.921	0	0.00308290325983762	0.140326893955654	0.00770143883584819
SAUSA300_1454	0	1.485	0	0.00497139156641424	0.140360353990428	0.00770327519382484
SAUSA300_1455	0	0.894	0	0.00299250808393481	0.140325292545624	0.00770135094705312
SAUSA300_1456	0	1.65	0	0.00552395913609871	0.140370145847493	0.00770381259179809
SAUSA300_1457	0	1.02	0	0.00341436097505721	0.140332766105237	0.00770176111192327
SAUSA300_1458	0	0.372	0	0.00124506873862629	0.140294339133999	0.00769965215789141
SAUSA300_1459	0	1.407	0	0.00471019108908877	0.140355725588047	0.00770302117724351
SAUSA300_1460	0	1.134	0	0.00379605656735293	0.140339528583272	0.00770213225112101
SAUSA300_1461	0	0.18	0	0.000602428420734213	0.140282957405883	0.00769902750441151
SAUSA300_1462	0	0.981	0	0.00328378508538663	0.140330452775516	0.0077016341514615
SAUSA300_1463	0	0.438	0	0.00146598826950139	0.140298252029584	0.00769986690593646
SAUSA300_1464	0	1.275	0	0.00426817893776388	0.140347893602438	0.0077025913411914
SAUSA300_1465	0	0.984	0	0.00329382930840438	0.14033063072127	0.0077016439175033
SAUSA300_1466	0	0.993	0	0.00332396205385521	0.140331164561143	0.00770167321577283
SAUSA300_1467	1	1.422	4.89653139736907	-0.0188889405862938	0.13993385475123	0.00769146026733008
SAUSA300_1468	0	1.68	0	0.00562443006720059	0.140371926331914	0.0077039103085757
SAUSA300_1469	0	0.453	0	0.0015161981041274	0.140299141354474	0.00769991571398083
SAUSA300_1470	0	0.882	0	0.00295233277893203	0.140324580819569	0.0077013118860106
SAUSA300_1471	0	0.231	0	0.000773124720126361	0.140285980497307	0.00769919341810733
SAUSA300_1472	0	1.338	0	0.00447913623747809	0.140351631486514	0.00770279648423181
SAUSA300_1473	0	0.39	0	0.00130531891363717	0.140295406265684	0.00769971072435241
SAUSA300_1474	1	0.363	19.1814535731648	-0.0224345220267423	0.139871233870673	0.00768801831244782
SAUSA300_1475	0	1.356	0	0.00453941077239506	0.140352699489991	0.00770285509853676
SAUSA300_1476	1	0.465	14.9739089184061	-0.0220930896384743	0.139877262904355	0.00768834969810832
SAUSA300_1477	0	1.021	0	0.00341770910335981	0.140332825422382	0.00770176436737546
SAUSA300_1478	0	0.357	0	0.00119486060384588	0.140293449869953	0.00769960335318875
SAUSA300_1479	0	0.591	0	0.00197814337252566	0.140307323672479	0.00770036477702391
SAUSA300_1480	1	1.047	6.65030338783078	-0.0201446377850516	0.139911673807314	0.00769024109239024
SAUSA300_1481	0	1.848	0	0.00618709059972389	0.140381897879542	0.00770445756834847
SAUSA300_1482	0	1.359	0	0.00454945657247663	0.140352877492142	0.00770286486767352
SAUSA300_1483	0	2.496	0	0.00835772338950846	0.140420372837463	0.00770656915599013
SAUSA300_1484	0	0.384	0	0.0012852354716415	0.140295050553282	0.00769969120210005
SAUSA300_1485	0	0.261	0	0.000873536010203679	0.140287758847229	0.00769929101773897
SAUSA300_1486	0	1.056	0	0.00353489445797095	0.140334901554216	0.00770187830991145
SAUSA300_1487	0	1.092	0	0.00365542975714561	0.140337037068156	0.00770199551146573
SAUSA300_1488	0	0.303	0	0.0010141139323423	0.140290248612862	0.00769942766137982
SAUSA300_1489	0	0.321	0	0.0010743623693088	0.140291315682345	0.00769948622442537
SAUSA300_1490	0	0.558	0	0.0018676757731555	0.140305366944404	0.00770025738761783
SAUSA300_1491	0	1.062	0	0.00355498354792871	0.140335257468678	0.00770189784325542
SAUSA300_1492	0	0.582	0	0.00194801569296033	0.140306790013954	0.00770033548870556
SAUSA300_1493	0	0.219	0	0.000732960557343176	0.140285269169925	0.00769915437894678
SAUSA300_1494	0	0.831	0	0.00278158997889477	0.1403215560643	0.00770114588099938
SAUSA300_1495	0	0.387	0	0.00129527718627287	0.140295228409281	0.00769970096321356
SAUSA300_1496	0	1.473	0	0.00493120632336286	0.140359641908621	0.00770323611325926
SAUSA300_1497	0	1.347	0	0.00450927344763841	0.140352165486241	0.00770282579127281
SAUSA300_1498	1	1.092	6.37625242404654	-0.019993964526293	0.139914335149279	0.00769038737297585
SAUSA300_1499	0	0.525	0	0.00175720969900794	0.140303410270912	0.00770015000120728
SAUSA300_1500	0	0.498	0	0.00166682950066388	0.140301809396765	0.00770006214182595
SAUSA300_1501	0	0.447	0	0.00149611413280581	0.140298785623145	0.00769989619068907
SAUSA300_1502	0	0.312	0	0.00104423809489163	0.140290782145551	0.00769945694279183
SAUSA300_1503	0	1.071	0	0.0035851172783623	0.140335791343805	0.00770192714345804
SAUSA300_1504	0	0.975	0	0.0032636966748214	0.140330096885443	0.00770161461945372
SAUSA300_1505	0	0.624	0	0.00208861249620895	0.140309280455164	0.00770047216942451
SAUSA300_1506	0	0.33	0	0.00110448675832231	0.140291849223123	0.00769951550628159
SAUSA300_1507	0	0.987	0	0.00330387354506456	0.140330808667406	0.00770165368356824
SAUSA300_1508	0	0.204	0	0.000682755637626542	0.140284380020898	0.00769910558055369
SAUSA300_1509	0	1.464	0	0.00490106752158681	0.140359107852031	0.00770320680309652
SAUSA300_1510	0	0.54	0	0.0018074213617183	0.140304299661176	0.00770019881284053
SAUSA300_1511	0	0.15	0	0.000502020533986069	0.140281179177693	0.00769892991146099
SAUSA300_1512	0	2.076	0	0.00695076461806821	0.140395432960366	0.00770520040241344
SAUSA300_1513	0	0.6	0	0.00200827116395885	0.140307857335078	0.0077003940655637
SAUSA300_1514	0	0.411	0	0.00137561135989017	0.140296651273193	0.00769977905301489
SAUSA300_1515	0	0.864	0	0.00289207019841342	0.140323513244002	0.00770125329519009
SAUSA300_1516	0	0.786	0	0.00263093759485855	0.140318887270931	0.00770099941193414
SAUSA300_1517	0	0.891	0	0.00298246423926685	0.140325114613441	0.0077013411817553
SAUSA300_1518	0	1.347	0	0.00450927344763841	0.140352165486241	0.00770282579127281
SAUSA300_1519	0	1.101	0	0.0036855638650195	0.140337570956785	0.00770202481241142
SAUSA300_1520	0	0.678	0	0.00226938344485461	0.140312482580917	0.00770064790890541
SAUSA300_1521	0	1.107	0	0.00370565333423656	0.140337926884807	0.00770204434649974
SAUSA300_1522	0	1.8	0	0.00602632640902812	0.140379048721362	0.00770430120048008
SAUSA300_1523	0	0.819	0	0.00274141573345332	0.140320844376152	0.00770110682203732
SAUSA300_1524	0	0.54	0	0.0018074213617183	0.140304299661176	0.00770019881284053
SAUSA300_1525	1	1.392	5.00206009127789	-0.0189894036147962	0.139932080016917	0.00769136271910831
SAUSA300_1526	1	0.753	9.24683618467307	-0.0211289665849108	0.139894288864154	0.00768928552949648
SAUSA300_1527	0	0.9	0	0.003012595812379	0.140325648411361	0.00770137047772195
SAUSA300_1528	0	0.405	0	0.00135552774054304	0.140296295554456	0.00769975953041653
SAUSA300_1529	0	0.345	0	0.00115469432375903	0.140292738466848	0.00769956430987189
SAUSA300_1530	0	0.468	0	0.00156640825343857	0.140300030690633	0.00769996452264356
SAUSA300_1531	0	0.948	0	0.00317329945619349	0.140328495402251	0.00770152672664742
SAUSA300_1532	0	0.699	0	0.00233968436214127	0.140313727891516	0.00770071625420323
SAUSA300_1533	1	0.99	7.03319964349376	-0.0203354865061556	0.139908302919434	0.00769005581163799
SAUSA300_1534	0	0.684	0	0.00228946935703789	0.140312838381697	0.00770066743600996
SAUSA300_1535	0	0.177	0	0.000592387575579778	0.140282779581036	0.00769901774500564
SAUSA300_1536	0	1.347	0	0.00450927344763841	0.140352165486241	0.00770282579127281
SAUSA300_1537	0	0.753	0	0.00252046098239589	0.140316930220255	0.00770089200482659
SAUSA300_1538	0	0.939	0	0.00314316727826736	0.14032796158267	0.00770149742949127
SAUSA300_1539	1	1.14	6.1077786377709	-0.0198332432564712	0.139917174025645	0.00769054341173244
SAUSA300_1540	0	1.833	0	0.0061368514429887	0.140381007505229	0.00770440870270713
SAUSA300_1541	0	0.627	0	0.00209865521946995	0.140309458347241	0.00770048193251918
SAUSA300_1542	0	0.978	0	0.0032737408732828	0.140330274830227	0.00770162438544476
SAUSA300_1543	0	1.125	0	0.00376592204293047	0.140338994679722	0.00770210294935851
SAUSA300_1544	0	1.824	0	0.0061067081010151	0.14038047328602	0.00770437938362087
SAUSA300_1545	0	0.252	0	0.000843412490667106	0.140287225337492	0.0076992617375892
SAUSA300_1546	0	0.975	0	0.0032636966748214	0.140330096885443	0.00770161461945372
SAUSA300_1547	0	2.202	0	0.00737282627096647	0.140402913993268	0.00770561097743331
SAUSA300_1548	0	0.432	0	0.00144590442278059	0.140297896302777	0.00769984738289278
SAUSA300_1549	0	0.687	0	0.00229951233313841	0.140313016282774	0.00770067719959965
SAUSA300_1550	0	0.717	0	0.00239994278081213	0.140314795318172	0.0077007748368528
SAUSA300_1551	0	0.354	0	0.00118481901563428	0.140293272018503	0.00769959359232228
SAUSA300_1552	0	0.585	0	0.00195805824068884	0.140306967899717	0.00770034525145428
SAUSA300_1553	0	0.57	0	0.001907845632104	0.140306078475553	0.00770029643796422
SAUSA300_1554	0	0.291	0	0.000973948559021665	0.140289537242245	0.00769938861984458
SAUSA300_1555	0	0.807	0	0.00270124168810071	0.140320132695189	0.00770106776347123
SAUSA300_1556	0	1.101	0	0.0036855638650195	0.140337570956785	0.00770202481241142
SAUSA300_1557	1	0.528	13.1872493315508	-0.0218821976468462	0.139880986978906	0.00768855439175928
SAUSA300_1558	1	0.687	10.1351785255587	-0.0213499217134085	0.139890386715643	0.00768907104801542
SAUSA300_1559	0	0.705	0	0.00235977045076652	0.140314083698592	0.00770073578165377
SAUSA300_1560	1	1.221	5.70259430553548	-0.0195620187914756	0.139921964890825	0.007690806741496
SAUSA300_1561	0	1.23	0	0.00411749855857124	0.140345223807117	0.00770244481713804
SAUSA300_1562	0	0.753	0	0.00252046098239589	0.140316930220255	0.00770089200482659
SAUSA300_1563	1	1.362	5.11223762632806	-0.0190898653818294	0.13993030532759	0.00769126517336282
SAUSA300_1564	0	0.45	0	0.00150615611119065	0.140298963488558	0.00769990595232153
SAUSA300_1565	0	0.915	0	0.00306281535495145	0.140326538083622	0.00770141930483057
SAUSA300_1566	0	0.702	0	0.00234972739917794	0.140313905794823	0.00770072601791619
SAUSA300_1567	0	0.477	0	0.00159653449509278	0.140300564297753	0.00769999380813827
SAUSA300_1568	0	0.624	0	0.00208861249620895	0.140309280455164	0.00770047216942451
SAUSA300_1569	0	1.269	0	0.00424808805792054	0.140347537623871	0.00770257180432929
SAUSA300_1570	0	0.924	0	0.00309294723092535	0.140327071892377	0.00770144860139246
SAUSA300_1571	0	0.639	0	0.00213882623984318	0.140310169919906	0.0077005209851426
SAUSA300_1572	0	0.309	0	0.00103419669403593	0.14029060430086	0.00769944718229595
SAUSA300_1573	0	0.429	0	0.00143586251897432	0.140297718440028	0.00769983762140644
SAUSA300_1574	0	0.261	0	0.000873536010203679	0.140287758847229	0.00769929101773897
SAUSA300_1575	0	2.631	0	0.00881001268635373	0.140428391108365	0.00770700921577764
SAUSA300_1576	0	2.478	0	0.00829742008090761	0.14041930380383	0.00770651048514887
SAUSA300_1577	0	0.669	0	0.00223925467025765	0.140311948883147	0.00770061861843534
SAUSA300_1578	0	1.086	0	0.00363534041525782	0.140336681144633	0.00770197597762534
SAUSA300_1579	0	1.143	0	0.00382619120455274	0.14034006249085	0.00770216155310794
SAUSA300_1580	0	1.014	0	0.00339427223707389	0.140332410203411	0.00770174157927316
SAUSA300_1581	0	0.147	0	0.000491979815251398	0.140281001357376	0.00769892015230214
SAUSA300_1582	0	0.183	0	0.000612469278621575	0.140283135231193	0.00769903726384344
SAUSA300_1583	0	0.423	0	0.00141577874956056	0.140297362715955	0.00769981809851032
SAUSA300_1584	0	1.275	0	0.00426817893776388	0.140347893602438	0.0077025913411914
SAUSA300_1585	0	0.774	0	0.0025907641052072	0.140318175609784	0.00770096035445718
SAUSA300_1586	0	1.767	0	0.00591580290301863	0.140377089992234	0.00770419370125218
SAUSA300_1587	0	1.263	0	0.00422799722537093	0.140347181647092	0.00770255226756611
SAUSA300_1588	1	0.876	7.94847904915391	-0.0207171702913911	0.139901561631016	0.0076896852769147
SAUSA300_1589	1	0.453	15.3705687573042	-0.0221332589098893	0.139876553579304	0.00768831071007654
SAUSA300_1590	1	2.211	3.14919387022109	-0.0162463099632078	0.139980546430267	0.00769402667411511
SAUSA300_1591	0	0.519	0	0.00173712512287238	0.140303054517955	0.00770013047672673
SAUSA300_1592	1	2.274	3.06194707434425	-0.0160352638004042	0.13998427600656	0.00769423167016832
SAUSA300_1593	0	2.28	0	0.00763411369052847	0.140407545508407	0.00770586516484892
SAUSA300_1594	0	0.261	0	0.000873536010203679	0.140287758847229	0.00769929101773897
SAUSA300_1595	0	1.14	0	0.00381614631396587	0.140339884521174	0.00770215178575414
SAUSA300_1596	0	1.026	0	0.00343444976306273	0.140333122008852	0.00770178064467425
SAUSA300_1597	0	1.005	0	0.00336413922696011	0.140331876353991	0.00770171228048149
SAUSA300_1598	0	0.603	0	0.00201831378626594	0.140308035223534	0.00770040382845854
SAUSA300_1599	0	0.456	0	0.00152624010797808	0.140299319220793	0.00769992547566295
SAUSA300_1600	0	1.293	0	0.0043284518837936	0.140348961549013	0.00770264995237371
SAUSA300_1601	0	0.285	0	0.00095386594921365	0.140289181559633	0.00769936909922548
SAUSA300_1602	0	0.321	0	0.0010743623693088	0.140291315682345	0.00769948622442537
SAUSA300_1603	0	0.309	0	0.00103419669403593	0.14029060430086	0.00769944718229595
SAUSA300_1604	0	0.531	0	0.0017772943269847	0.140303766025676	0.00770016952578682
SAUSA300_1605	0	0.843	0	0.00282176442806303	0.140322267759693	0.00770118494035816
SAUSA300_1606	0	0.474	0	0.00158649240211162	0.140300386428246	0.00769998404628282
SAUSA300_1607	0	0.285	0	0.00095386594921365	0.140289181559633	0.00769936909922548
SAUSA300_1608	0	0.657	0	0.00219908314602435	0.140311237292442	0.00770057956482048
SAUSA300_1609	0	0.708	0	0.00236981351326904	0.140314261602807	0.00770074554541674
SAUSA300_1610	0	1.272	0	0.00425813349238524	0.140347715612944	0.00770258157274837
SAUSA300_1611	1	2.631	2.64647192970689	-0.0148392303726723	0.140005414026746	0.00769539352083283
SAUSA300_1612	0	0.561	0	0.00187771821811111	0.140305544826545	0.0077002671501667
SAUSA300_1613	0	1.074	0	0.00359516188063935	0.140335969303057	0.00770193691024191
SAUSA300_1614	0	1.287	0	0.00430836085206465	0.140348605564978	0.00770263041521362
SAUSA300_1615	1	0.975	7.14140271493213	-0.0203857090964448	0.139907415870703	0.00769000705502888
SAUSA300_1616	0	0.669	0	0.00223925467025765	0.140311948883147	0.00770061861843534
SAUSA300_1617	0	0.927	0	0.00310299121565549	0.140327249829543	0.0077014583669626
SAUSA300_1618	0	0.816	0	0.00273137220347053	0.140320666455199	0.00770109705735844
SAUSA300_1619	0	1.347	0	0.00450927344763841	0.140352165486241	0.00770282579127281
SAUSA300_1620	0	0.591	0	0.00197814337252566	0.140307323672479	0.00770036477702391
SAUSA300_1621	0	1.263	0	0.00422799722537093	0.140347181647092	0.00770255226756611
SAUSA300_1622	0	1.302	0	0.00435858852733872	0.140349495528406	0.00770267925830019
SAUSA300_1623	0	0.93	0	0.00311303521220907	0.140327427767112	0.00770146813255764
SAUSA300_1624	0	0.609	0	0.00203839906907888	0.140308391001765	0.00770042335432474
SAUSA300_1625	0	0.357	0	0.00119486060384588	0.140293449869953	0.00769960335318875
SAUSA300_1626	0	0.201	0	0.000672714691518195	0.140284202192479	0.00769909582094988
SAUSA300_1627	0	0.528	0	0.00176725200572037	0.140303588148067	0.00770015976348374
SAUSA300_1628	0	1.494	0	0.00500153063103426	0.140360888056441	0.00770330450450658
SAUSA300_1629	0	1.938	0	0.00648853216216594	0.140387240362833	0.00770475077521128
SAUSA300_1630	0	0.921	0	0.00308290325983762	0.140326893955654	0.00770143883584819
SAUSA300_1631	0	1.401	0	0.00469009909693341	0.140355369569744	0.00770300163820004
SAUSA300_1632	0	0.471	0	0.00157645032186338	0.140300208559211	0.00769997428445049
SAUSA300_1633	0	1.026	0	0.00343444976306273	0.140333122008852	0.00770178064467425
SAUSA300_1634	0	0.624	0	0.00208861249620895	0.140309280455164	0.00770047216942451
SAUSA300_1635	0	0.873	0	0.00292220143137456	0.140324047029713	0.00770128259048847
SAUSA300_1636	0	2.631	0	0.00881001268635373	0.140428391108365	0.00770700921577764
SAUSA300_1637	0	1.488	0	0.00498143790855465	0.140360532011982	0.00770328496402679
SAUSA300_1638	1	1.662	4.18945105117859	-0.0180851909390185	0.139948054246588	0.00769224074218098
SAUSA300_1639	0	0.705	0	0.00235977045076652	0.140314083698592	0.00770073578165377
SAUSA300_1640	0	1.269	0	0.00424808805792054	0.140347537623871	0.00770257180432929
SAUSA300_1641	0	1.122	0	0.00375587722692217	0.140338816712757	0.00770209318215341
SAUSA300_1642	0	1.362	0	0.00455950238529113	0.140353055494724	0.00770287463683567
SAUSA300_1643	0	1.652	0	0.00553065715894263	0.140370264545032	0.00770381910617296
SAUSA300_1644	0	1.758	0	0.00588566039323268	0.14037655580288	0.00770416438380049
SAUSA300_1645	0	0.924	0	0.00309294723092535	0.140327071892377	0.00770144860139246
SAUSA300_1646	0	0.945	0	0.00316325538415185	0.140328317461957	0.00770151696090329
SAUSA300_1647	0	0.858	0	0.00287198277192147	0.140323157389052	0.00770123376511403
SAUSA300_1648	1	1.23	5.66086800573888	-0.0195318821724868	0.139922497229397	0.00769083600147174
SAUSA300_1649	0	3.198	0	0.0107099069896321	0.140462077848337	0.00770885801581871
SAUSA300_1650	0	0.942	0	0.00315321132575264	0.140328139522106	0.00770150719518606
SAUSA300_1651	0	1.299	0	0.00434854296827325	0.140349317534835	0.00770266948963313
SAUSA300_1652	0	0.414	0	0.00138565318729889	0.140296829133166	0.00769978881435216
SAUSA300_1653	0	0.69	0	0.00230955532106236	0.140313194184273	0.00770068696321245
SAUSA300_1654	0	1.056	0	0.00353489445797095	0.140334901554216	0.00770187830991145
SAUSA300_1655	1	1.119	6.22240182936445	-0.0199035592086148	0.139915932003076	0.00769047514399747
SAUSA300_1656	0	0.501	0	0.00167687169368946	0.140301987269885	0.00770007190388125
SAUSA300_1657	0	1.203	0	0.00402709169384252	0.140343621978677	0.00770235690538131
SAUSA300_1658	1	0.948	7.34479709605361	-0.0204761089662497	0.139905819211275	0.00768991929469081
SAUSA300_1659	0	0.495	0	0.00165678731855223	0.140301631524152	0.00770005237979671
SAUSA300_1660	0	0.771	0	0.00258072076348981	0.140317997695692	0.00770095059014993
SAUSA300_1661	0	1.224	0	0.00409740805525871	0.140344867842053	0.00770242528101866
SAUSA300_1662	0	1.14	0	0.00381614631396587	0.140339884521174	0.00770215178575414
SAUSA300_1663	0	0.141	0	0.000471898414161842	0.140280645718054	0.00769890063405744
SAUSA300_1664	0	1.695	0	0.00567466600614353	0.140372816591088	0.00770395916789529
SAUSA300_1665	0	0.465	0	0.00155636619774668	0.140299852822476	0.00769995476086211
SAUSA300_1666	0	0.603	0	0.00201831378626594	0.140308035223534	0.00770040382845854
SAUSA300_1667	0	0.744	0	0.00249033126192444	0.140316396488675	0.00770086271249879
SAUSA300_1668	0	0.447	0	0.00149611413280581	0.140298785623145	0.00769989619068907
SAUSA300_1669	1	1.161	5.99730202158383	-0.0197629266840522	0.139918416070276	0.00769061168068123
SAUSA300_1670	0	1.605	0	0.00537325510458686	0.14036747520551	0.00770366602127846
SAUSA300_1671	0	1.131	0	0.00378601171314585	0.140339350614959	0.00770212248384231
SAUSA300_1672	0	1.467	0	0.00491111377550624	0.140359285870467	0.00770321657312558
SAUSA300_1673	0	0.618	0	0.00206852708788574	0.140308924672433	0.00770045264331139
SAUSA300_1674	0	1.275	0	0.00426817893776388	0.140347893602438	0.0077025913411914
SAUSA300_1675	0	1.263	0	0.00422799722537093	0.140347181647092	0.00770255226756611
SAUSA300_1676	1	0.906	7.68528437865212	-0.0206167289543373	0.139903335591288	0.00768978278259007
SAUSA300_1677	0	2.688	0	0.00900098695501583	0.140431776875547	0.00770719503389042
SAUSA300_1678	1	1.668	4.1743810833686	-0.0180650961638094	0.13994840927088	0.00769226025608208
SAUSA300_1679	0	1.707	0	0.00571485498358015	0.140373528806549	0.00770399825579542
SAUSA300_1680	0	0.633	0	0.00211874070419071	0.140309814132686	0.00770050145878104
SAUSA300_1681	0	1.17	0	0.00391659580009218	0.140341664238044	0.00770224946040444
SAUSA300_1682	0	0.99	0	0.00331391779263868	0.140330986614097	0.00770166344965856
SAUSA300_1683	0	1.092	0	0.00365542975714561	0.140337037068156	0.00770199551146573
SAUSA300_1684	0	1.2	0	0.00401704654950663	0.140343444000028	0.00770234713753245
SAUSA300_1685	0	0.492	0	0.00164674515008301	0.14030145365198	0.00770004261779256
SAUSA300_1686	0	1.314	0	0.00439877089547736	0.140350207507234	0.00770271833321444
SAUSA300_1687	0	3.825	0	0.0128113737368949	0.14049934814549	0.00771090348911102
SAUSA300_1688	1	0.597	11.6630948861957	-0.0216512143269938	0.13988506595479	0.00768877859255024
SAUSA300_1689	0	0.858	0	0.00287198277192147	0.140323157389052	0.00770123376511403
SAUSA300_1690	0	0.312	0	0.00104423809489163	0.140290782145551	0.00769945694279183
SAUSA300_1691	0	1.077	0	0.00360520649473983	0.140336147262798	0.00770194667705118
SAUSA300_1692	0	0.312	0	0.00104423809489163	0.140290782145551	0.00769945694279183
SAUSA300_1693	0	0.843	0	0.00282176442806303	0.140322267759693	0.00770118494035816
SAUSA300_1694	0	0.645	0	0.00215891182460837	0.140310525708923	0.00770054051160317
SAUSA300_1695	0	0.726	0	0.00243007216113256	0.140315329037615	0.00770080412851159
SAUSA300_1696	1	0.849	8.20125753481605	-0.0208075664149874	0.139899965105247	0.00768959752392157
SAUSA300_1697	0	1.41	0	0.00472023710290159	0.140355903597844	0.00770303094680261
SAUSA300_1698	0	0.423	0	0.00141577874956056	0.140297362715955	0.00769981809851032
SAUSA300_1699	0	0.696	0	0.00232964133510905	0.140313549988624	0.0077007064905154
SAUSA300_1700	0	1.662	0	0.00556414735774524	0.140370858035856	0.00770385167821073
SAUSA300_1701	0	1.269	0	0.00424808805792054	0.140347537623871	0.00770257180432929
