well,sample_id,replicate,plate_number
D10,BPH3509,1,23
D11,BPH3519,1,23
D12,BPH3525,3,23
E01,TOX-5,1,23
E02,BPH3523,2,23
E03,BPH3522,2,23
E04,BPH3509,2,23
E05,TOX-4,1,23
E06,BPH3523,1,23
E07,Non infected,1,23
E08,BPH3505,2,23
E09,BPH3507,2,23
E10,BPH3513,3,23
E11,BPH3506,1,23
E12,BPH3522,3,23
F01,BPH3527,1,23
F02,BPH3522,1,23
F03,BPH3517,2,23
F04,BPH3524,1,23
F05,BPH3528,2,23
F06,BPH3528,1,23
F07,BPH3517,3,23
F08,BPH3505,3,23
F09,BPH3507,1,23
F10,BPH3518,2,23
F11,TOX-5,3,23
F12,BPH3529,2,23
G01,BPH3515,2,23
G02,BPH3527,2,23
G03,BPH3504,3,23
G04,BPH3511,2,23
G05,BPH3528,3,23
G06,BPH3517,1,23
G07,BPH3512,1,23
G08,BPH3505,1,23
G09,BPH3518,1,23
G10,BPH3510,2,23
G11,BPH3502,3,23
G12,BPH3520,3,23
H01,Non infected,2,23
H02,BPH3511,3,23
H03,BPH3504,2,23
H04,BPH3506,3,23
H05,BPH3510,3,23
H06,BPH3508,1,23
H07,BPH3503,2,23
H08,BPH3519,2,23
H09,BPH3503,1,23
H10,Total LDH,1,23
H11,Total LDH,2,23
H12,Total LDH,3,23
A01,BPH3552,2,24
A02,BPH3542,3,24
A03,BPH3530,1,24
A04,BPH3541,1,24
A05,Non infected,3,24
A06,BPH3544,1,24
A07,BPH3534,2,24
A08,BPH3752,1,24
A09,BPH3549,2,24
A10,BPH3546,3,24
A11,BPH3536,3,24
A12,BPH3547,3,24
B01,BPH3554,2,24
B02,BPH3532,1,24
B03,BPH3554,1,24
B04,BPH3542,1,24
B05,BPH3555,3,24
B06,TOX-4,3,24
B07,BPH3544,2,24
B08,BPH3540,3,24
B09,BPH3541,2,24
B10,BPH3553,1,24
B11,BPH3543,3,24
B12,BPH3542,2,24
C01,BPH3536,2,24
C02,BPH3539,1,24
C03,BPH3552,3,24
C04,BPH3554,3,24
C05,BPH3543,1,24
C06,BPH3551,3,24
C07,BPH3538,1,24
C08,BPH3548,1,24
C09,BPH3548,2,24
C10,BPH3531,3,24
C11,BPH3549,1,24
C12,TOX-5,2,24
D01,BPH3752,3,24
D02,BPH3553,2,24
D03,BPH3549,3,24
D04,BPH3537,3,24
D05,BPH3540,2,24
D06,TOX-4,2,24
D07,BPH3530,2,24
D08,BPH3544,3,24
D09,BPH3535,3,24
D10,BPH3537,1,24
D11,BPH3547,1,24
D12,BPH3553,3,24
E01,TOX-5,1,24
E02,BPH3551,2,24
E03,BPH3550,2,24
E04,BPH3537,2,24
E05,TOX-4,1,24
E06,BPH3551,1,24
E07,Non infected,1,24
E08,BPH3533,2,24
E09,BPH3535,2,24
E10,BPH3541,3,24
E11,BPH3534,1,24
E12,BPH3550,3,24
F01,BPH3555,1,24
F02,BPH3550,1,24
F03,BPH3545,2,24
F04,BPH3552,1,24
F05,BPH3556,2,24
F06,BPH3556,1,24
F07,BPH3545,3,24
F08,BPH3533,3,24
F09,BPH3535,1,24
F10,BPH3546,2,24
F11,TOX-5,3,24
F12,BPH3752,2,24
G01,BPH3543,2,24
G02,BPH3555,2,24
G03,BPH3532,3,24
G04,BPH3539,2,24
G05,BPH3556,3,24
G06,BPH3545,1,24
G07,BPH3540,1,24
G08,BPH3533,1,24
G09,BPH3546,1,24
G10,BPH3538,2,24
G11,BPH3530,3,24
G12,BPH3548,3,24
H01,Non infected,2,24
H02,BPH3539,3,24
H03,BPH3532,2,24
H04,BPH3534,3,24
H05,BPH3538,3,24
H06,BPH3536,1,24
H07,BPH3531,2,24
H08,BPH3547,2,24
H09,BPH3531,1,24
H10,Total LDH,1,24
H11,Total LDH,2,24
H12,Total LDH,3,24
A01,BPH3579,2,25
A02,BPH3569,3,25
A03,BPH3557,1,25
A04,BPH3568,1,25
A05,Non infected,3,25
A06,BPH3571,1,25
A07,BPH3561,2,25
A08,BPH3584,1,25
A09,BPH3576,2,25
A10,BPH3573,3,25
A11,BPH3563,3,25
A12,BPH3574,3,25
B01,BPH3581,2,25
B02,BPH3559,1,25
B03,BPH3581,1,25
B04,BPH3569,1,25
B05,BPH3582,3,25
B06,TOX-4,3,25
B07,BPH3571,2,25
B08,BPH3567,3,25
B09,BPH3568,2,25
B10,BPH3580,1,25
B11,BPH3570,3,25
B12,BPH3569,2,25
C01,BPH3563,2,25
C02,BPH3566,1,25
C03,BPH3579,3,25
C04,BPH3581,3,25
C05,BPH3570,1,25
C06,BPH3578,3,25
C07,BPH3565,1,25
C08,BPH3575,1,25
C09,BPH3575,2,25
C10,BPH3558,3,25
C11,BPH3576,1,25
C12,TOX-5,2,25
D01,BPH3584,3,25
D02,BPH3580,2,25
D03,BPH3576,3,25
D04,BPH3564,3,25
D05,BPH3567,2,25
D06,TOX-4,2,25
D07,BPH3557,2,25
D08,BPH3571,3,25
D09,BPH3562,3,25
D10,BPH3564,1,25
D11,BPH3574,1,25
D12,BPH3580,3,25
E01,TOX-5,1,25
E02,BPH3578,2,25
E03,BPH3577,2,25
E04,BPH3564,2,25
E05,TOX-4,1,25
E06,BPH3578,1,25
E07,Non infected,1,25
E08,BPH3560,2,25
E09,BPH3562,2,25
E10,BPH3568,3,25
E11,BPH3561,1,25
E12,BPH3577,3,25
F01,BPH3582,1,25
F02,BPH3577,1,25
F03,BPH3572,2,25
F04,BPH3579,1,25
F05,BPH3583,2,25
F06,BPH3583,1,25
F07,BPH3572,3,25
F08,BPH3560,3,25
F09,BPH3562,1,25
F10,BPH3573,2,25
F11,TOX-5,3,25
F12,BPH3584,2,25
G01,BPH3570,2,25
G02,BPH3582,2,25
G03,BPH3559,3,25
G04,BPH3566,2,25
G05,BPH3583,3,25
G06,BPH3572,1,25
G07,BPH3567,1,25
G08,BPH3560,1,25
G09,BPH3573,1,25
G10,BPH3565,2,25
G11,BPH3557,3,25
G12,BPH3575,3,25
H01,Non infected,2,25
H02,BPH3566,3,25
H03,BPH3559,2,25
H04,BPH3561,3,25
H05,BPH3565,3,25
H06,BPH3563,1,25
H07,BPH3558,2,25
H08,BPH3574,2,25
H09,BPH3558,1,25
H10,Total LDH,1,25
H11,Total LDH,2,25
H12,Total LDH,3,25
A01,BPH3607,2,26
A02,BPH3597,3,26
A03,BPH3585,1,26
A04,BPH3596,1,26
A05,Non infected,3,26
A06,BPH3599,1,26
A07,BPH3589,2,26
A08,BPH3612,1,26
A09,BPH3604,2,26
A10,BPH3601,3,26
A11,BPH3591,3,26
A12,BPH3602,3,26
B01,BPH3609,2,26
B02,BPH3587,1,26
B03,BPH3609,1,26
B04,BPH3597,1,26
B05,BPH3610,3,26
B06,TOX-4,3,26
B07,BPH3599,2,26
B08,BPH3595,3,26
B09,BPH3596,2,26
B10,BPH3608,1,26
B11,BPH3598,3,26
B12,BPH3597,2,26
C01,BPH3591,2,26
C02,BPH3594,1,26
C03,BPH3607,3,26
C04,BPH3609,3,26
C05,BPH3598,1,26
C06,BPH3606,3,26
C07,BPH3593,1,26
C08,BPH3603,1,26
C09,BPH3603,2,26
C10,BPH3586,3,26
C11,BPH3604,1,26
C12,TOX-5,2,26
D01,BPH3612,3,26
D02,BPH3608,2,26
D03,BPH3604,3,26
D04,BPH3592,3,26
D05,BPH3595,2,26
D06,TOX-4,2,26
D07,BPH3585,2,26
D08,BPH3599,3,26
D09,BPH3590,3,26
D10,BPH3592,1,26
D11,BPH3602,1,26
D12,BPH3608,3,26
E01,TOX-5,1,26
E02,BPH3606,2,26
E03,BPH3605,2,26
E04,BPH3592,2,26
E05,TOX-4,1,26
E06,BPH3606,1,26
E07,Non infected,1,26
E08,BPH3588,2,26
E09,BPH3590,2,26
E10,BPH3596,3,26
E11,BPH3589,1,26
E12,BPH3605,3,26
F01,BPH3610,1,26
F02,BPH3605,1,26
F03,BPH3600,2,26
F04,BPH3607,1,26
F05,BPH3611,2,26
F06,BPH3611,1,26
F07,BPH3600,3,26
F08,BPH3588,3,26
F09,BPH3590,1,26
F10,BPH3601,2,26
F11,TOX-5,3,26
F12,BPH3612,2,26
G01,BPH3598,2,26
G02,BPH3610,2,26
G03,BPH3587,3,26
G04,BPH3594,2,26
G05,BPH3611,3,26
G06,BPH3600,1,26
G07,BPH3595,1,26
G08,BPH3588,1,26
G09,BPH3601,1,26
G10,BPH3593,2,26
G11,BPH3585,3,26
G12,BPH3603,3,26
H01,Non infected,2,26
H02,BPH3594,3,26
H03,BPH3587,2,26
H04,BPH3589,3,26
H05,BPH3593,3,26
H06,BPH3591,1,26
H07,BPH3586,2,26
H08,BPH3602,2,26
H09,BPH3586,1,26
H10,Total LDH,1,26
H11,Total LDH,2,26
H12,Total LDH,3,26
A01,BPH3636,2,27
A02,BPH3626,3,27
A03,BPH3613,1,27
A04,BPH3625,1,27
A05,Non infected,3,27
A06,BPH3628,1,27
A07,BPH3617,2,27
A08,BPH3641,1,27
A09,BPH3633,2,27
A10,BPH3630,3,27
A11,BPH3619,3,27
A12,BPH3631,3,27
B01,BPH3638,2,27
B02,BPH3615,1,27
B03,BPH3638,1,27
B04,BPH3626,1,27
B05,BPH3639,3,27
B06,TOX-4,3,27
B07,BPH3628,2,27
B08,BPH3623,3,27
B09,BPH3625,2,27
B10,BPH3637,1,27
B11,BPH3627,3,27
B12,BPH3626,2,27
C01,BPH3619,2,27
C02,BPH3622,1,27
C03,BPH3636,3,27
C04,BPH3638,3,27
C05,BPH3627,1,27
C06,BPH3635,3,27
C07,BPH3621,1,27
C08,BPH3632,1,27
C09,BPH3632,2,27
C10,BPH3614,3,27
C11,BPH3633,1,27
C12,TOX-5,2,27
D01,BPH3641,3,27
D02,BPH3637,2,27
D03,BPH3633,3,27
D04,BPH3620,3,27
D05,BPH3623,2,27
D06,TOX-4,2,27
D07,BPH3613,2,27
D08,BPH3628,3,27
D09,BPH3618,3,27
D10,BPH3620,1,27
D11,BPH3631,1,27
D12,BPH3637,3,27
E01,TOX-5,1,27
E02,BPH3635,2,27
E03,BPH3634,2,27
E04,BPH3620,2,27
E05,TOX-4,1,27
E06,BPH3635,1,27
E07,Non infected,1,27
E08,BPH3616,2,27
E09,BPH3618,2,27
E10,BPH3625,3,27
E11,BPH3617,1,27
E12,BPH3634,3,27
F01,BPH3639,1,27
F02,BPH3634,1,27
F03,BPH3629,2,27
F04,BPH3636,1,27
F05,BPH3640,2,27
F06,BPH3640,1,27
F07,BPH3629,3,27
F08,BPH3616,3,27
F09,BPH3618,1,27
F10,BPH3630,2,27
F11,TOX-5,3,27
F12,BPH3641,2,27
G01,BPH3627,2,27
G02,BPH3639,2,27
G03,BPH3615,3,27
G04,BPH3622,2,27
G05,BPH3640,3,27
G06,BPH3629,1,27
G07,BPH3623,1,27
G08,BPH3616,1,27
G09,BPH3630,1,27
G10,BPH3621,2,27
G11,BPH3613,3,27
G12,BPH3632,3,27
H01,Non infected,2,27
H02,BPH3622,3,27
H03,BPH3615,2,27
H04,BPH3617,3,27
H05,BPH3621,3,27
H06,BPH3619,1,27
H07,BPH3614,2,27
H08,BPH3631,2,27
H09,BPH3614,1,27
H10,Total LDH,1,27
H11,Total LDH,2,27
H12,Total LDH,3,27
A01,BPH3664,2,28
A02,BPH3654,3,28
A03,BPH3642,1,28
A04,BPH3653,1,28
A05,Non infected,3,28
A06,BPH3656,1,28
A07,BPH3646,2,28
A08,BPH3669,1,28
A09,BPH3661,2,28
A10,BPH3658,3,28
A11,BPH3648,3,28
A12,BPH3659,3,28
B01,BPH3666,2,28
B02,BPH3644,1,28
B03,BPH3666,1,28
B04,BPH3654,1,28
B05,BPH3667,3,28
B06,TOX-4,3,28
B07,BPH3656,2,28
B08,BPH3652,3,28
B09,BPH3653,2,28
B10,BPH3665,1,28
B11,BPH3655,3,28
B12,BPH3654,2,28
C01,BPH3648,2,28
C02,BPH3651,1,28
C03,BPH3664,3,28
C04,BPH3666,3,28
C05,BPH3655,1,28
C06,BPH3663,3,28
C07,BPH3650,1,28
C08,BPH3660,1,28
C09,BPH3660,2,28
C10,BPH3643,3,28
C11,BPH3661,1,28
C12,TOX-5,2,28
D01,BPH3669,3,28
D02,BPH3665,2,28
D03,BPH3661,3,28
D04,BPH3649,3,28
D05,BPH3652,2,28
D06,TOX-4,2,28
D07,BPH3642,2,28
D08,BPH3656,3,28
D09,BPH3647,3,28
D10,BPH3649,1,28
D11,BPH3659,1,28
D12,BPH3665,3,28
E01,TOX-5,1,28
E02,BPH3663,2,28
E03,BPH3662,2,28
E04,BPH3649,2,28
E05,TOX-4,1,28
E06,BPH3663,1,28
E07,Non infected,1,28
E08,BPH3645,2,28
E09,BPH3647,2,28
E10,BPH3653,3,28
E11,BPH3646,1,28
E12,BPH3662,3,28
F01,BPH3667,1,28
F02,BPH3662,1,28
F03,BPH3657,2,28
F04,BPH3664,1,28
F05,BPH3668,2,28
F06,BPH3668,1,28
F07,BPH3657,3,28
F08,BPH3645,3,28
F09,BPH3647,1,28
F10,BPH3658,2,28
F11,TOX-5,3,28
F12,BPH3669,2,28
G01,BPH3655,2,28
G02,BPH3667,2,28
G03,BPH3644,3,28
G04,BPH3651,2,28
G05,BPH3668,3,28
G06,BPH3657,1,28
G07,BPH3652,1,28
G08,BPH3645,1,28
G09,BPH3658,1,28
G10,BPH3650,2,28
G11,BPH3642,3,28
G12,BPH3660,3,28
H01,Non infected,2,28
H02,BPH3651,3,28
H03,BPH3644,2,28
H04,BPH3646,3,28
H05,BPH3650,3,28
H06,BPH3648,1,28
H07,BPH3643,2,28
H08,BPH3659,2,28
H09,BPH3643,1,28
H10,Total LDH,1,28
H11,Total LDH,2,28
H12,Total LDH,3,28
A01,BPH3692,2,29
A02,BPH3682,3,29
A03,BPH3670,1,29
A04,BPH3681,1,29
A05,Non infected,3,29
A06,BPH3684,1,29
A07,BPH3674,2,29
A08,BPH3755,1,29
A09,BPH3689,2,29
A10,BPH3686,3,29
A11,BPH3676,3,29
A12,BPH3687,3,29
B01,BPH3694,2,29
B02,BPH3672,1,29
B03,BPH3694,1,29
B04,BPH3682,1,29
B05,BPH3753,3,29
B06,TOX-4,3,29
B07,BPH3684,2,29
B08,BPH3680,3,29
B09,BPH3681,2,29
B10,BPH3693,1,29
B11,BPH3683,3,29
B12,BPH3682,2,29
C01,BPH3676,2,29
C02,BPH3679,1,29
C03,BPH3692,3,29
C04,BPH3694,3,29
C05,BPH3683,1,29
C06,BPH3691,3,29
C07,BPH3678,1,29
C08,BPH3688,1,29
C09,BPH3688,2,29
C10,BPH3671,3,29
C11,BPH3689,1,29
C12,TOX-5,2,29
D01,BPH3755,3,29
D02,BPH3693,2,29
D03,BPH3689,3,29
D04,BPH3677,3,29
D05,BPH3680,2,29
D06,TOX-4,2,29
D07,BPH3670,2,29
D08,BPH3684,3,29
D09,BPH3675,3,29
D10,BPH3677,1,29
D11,BPH3687,1,29
D12,BPH3693,3,29
E01,TOX-5,1,29
E02,BPH3691,2,29
E03,BPH3690,2,29
E04,BPH3677,2,29
E05,TOX-4,1,29
E06,BPH3691,1,29
E07,Non infected,1,29
E08,BPH3673,2,29
E09,BPH3675,2,29
E10,BPH3681,3,29
E11,BPH3674,1,29
E12,BPH3690,3,29
F01,BPH3753,1,29
F02,BPH3690,1,29
F03,BPH3685,2,29
F04,BPH3692,1,29
F05,BPH3754,2,29
F06,BPH3754,1,29
F07,BPH3685,3,29
F08,BPH3673,3,29
F09,BPH3675,1,29
F10,BPH3686,2,29
F11,TOX-5,3,29
F12,BPH3755,2,29
G01,BPH3683,2,29
G02,BPH3753,2,29
G03,BPH3672,3,29
G04,BPH3679,2,29
G05,BPH3754,3,29
G06,BPH3685,1,29
G07,BPH3680,1,29
G08,BPH3673,1,29
G09,BPH3686,1,29
G10,BPH3678,2,29
G11,BPH3670,3,29
G12,BPH3688,3,29
H01,Non infected,2,29
H02,BPH3679,3,29
H03,BPH3672,2,29
H04,BPH3674,3,29
H05,BPH3678,3,29
H06,BPH3676,1,29
H07,BPH3671,2,29
H08,BPH3687,2,29
H09,BPH3671,1,29
H10,Total LDH,1,29
H11,Total LDH,2,29
H12,Total LDH,3,29
A01,BPH3718,2,30
A02,BPH3707,3,30
A03,BPH3695,1,30
A04,BPH3706,1,30
A05,Non infected,3,30
A06,BPH3709,1,30
A07,BPH3699,2,30
A08,BPH3757,1,30
A09,BPH3715,2,30
A10,BPH3712,3,30
A11,BPH3701,3,30
A12,BPH3713,3,30
B01,BPH3720,2,30
B02,BPH3697,1,30
B03,BPH3720,1,30
B04,BPH3707,1,30
B05,BPH3721,3,30
B06,TOX-4,3,30
B07,BPH3709,2,30
B08,BPH3705,3,30
B09,BPH3706,2,30
B10,BPH3719,1,30
B11,BPH3708,3,30
B12,BPH3707,2,30
C01,BPH3701,2,30
C02,BPH3704,1,30
C03,BPH3718,3,30
C04,BPH3720,3,30
C05,BPH3708,1,30
C06,BPH3717,3,30
C07,BPH3703,1,30
C08,BPH3714,1,30
C09,BPH3714,2,30
C10,BPH3696,3,30
C11,BPH3715,1,30
C12,TOX-5,2,30
D01,BPH3757,3,30
D02,BPH3719,2,30
D03,BPH3715,3,30
D04,BPH3702,3,30
D05,BPH3705,2,30
D06,TOX-4,2,30
D07,BPH3695,2,30
D08,BPH3709,3,30
D09,BPH3700,3,30
D10,BPH3702,1,30
D11,BPH3713,1,30
D12,BPH3719,3,30
E01,TOX-5,1,30
E02,BPH3717,2,30
E03,BPH3716,2,30
E04,BPH3702,2,30
E05,TOX-4,1,30
E06,BPH3717,1,30
E07,Non infected,1,30
E08,BPH3698,2,30
E09,BPH3700,2,30
E10,BPH3706,3,30
E11,BPH3699,1,30
E12,BPH3716,3,30
F01,BPH3721,1,30
F02,BPH3716,1,30
F03,BPH3710,2,30
F04,BPH3718,1,30
F05,BPH3722,2,30
F06,BPH3722,1,30
F07,BPH3710,3,30
F08,BPH3698,3,30
F09,BPH3700,1,30
F10,BPH3712,2,30
F11,TOX-5,3,30
F12,BPH3757,2,30
G01,BPH3708,2,30
G02,BPH3721,2,30
G03,BPH3697,3,30
G04,BPH3704,2,30
G05,BPH3722,3,30
G06,BPH3710,1,30
G07,BPH3705,1,30
G08,BPH3698,1,30
G09,BPH3712,1,30
G10,BPH3703,2,30
G11,BPH3695,3,30
G12,BPH3714,3,30
H01,Non infected,2,30
H02,BPH3704,3,30
H03,BPH3697,2,30
H04,BPH3699,3,30
H05,BPH3703,3,30
H06,BPH3701,1,30
H07,BPH3696,2,30
H08,BPH3713,2,30
H09,BPH3696,1,30
H10,Total LDH,1,30
H11,Total LDH,2,30
H12,Total LDH,3,30
A01,Blank,2,31
A02,TOX-5,3,31
A03,BPH3723,1,31
A04,TOX-4,1,31
A05,Blank,3,31
A06,Blank,1,31
A07,BPH3727,2,31
A08,Blank,1,31
A09,Blank,2,31
A10,Blank,3,31
A11,BPH3729,3,31
A12,Blank,3,31
B01,Blank,2,31
B02,BPH3725,1,31
B03,Blank,1,31
B04,TOX-5,1,31
B05,Blank,3,31
B06,Blank,3,31
B07,Blank,2,31
B08,Non infected,3,31
B09,TOX-4,2,31
B10,Blank,1,31
B11,Blank,3,31
B12,TOX-5,2,31
C01,BPH3729,2,31
C02,BPH3732,1,31
C03,Blank,3,31
C04,Blank,3,31
C05,Blank,1,31
C06,Blank,3,31
C07,BPH3731,1,31
C08,Blank,1,31
C09,Blank,2,31
C10,BPH3724,3,31
C11,Blank,1,31
C12,Blank,2,31
D01,Blank,3,31
D02,Blank,2,31
D03,Blank,3,31
D04,BPH3730,3,31
D05,Non infected,2,31
D06,Blank,2,31
D07,BPH3723,2,31
D08,Blank,3,31
D09,BPH3728,3,31
D10,BPH3730,1,31
D11,Blank,1,31
D12,Blank,3,31
E01,Blank,1,31
E02,Blank,2,31
E03,Blank,2,31
E04,BPH3730,2,31
E05,Blank,1,31
E06,Blank,1,31
E07,Blank,1,31
E08,BPH3726,2,31
E09,BPH3728,2,31
E10,TOX-4,3,31
E11,BPH3727,1,31
E12,Blank,3,31
F01,Blank,1,31
F02,Blank,1,31
F03,Blank,2,31
F04,Blank,1,31
F05,Blank,2,31
F06,Blank,1,31
F07,Blank,3,31
F08,BPH3726,3,31
F09,BPH3728,1,31
F10,Blank,2,31
F11,Blank,3,31
F12,Blank,2,31
G01,Blank,2,31
G02,Blank,2,31
G03,BPH3725,3,31
G04,BPH3732,2,31
G05,Blank,3,31
G06,Blank,1,31
G07,Non infected,1,31
G08,BPH3726,1,31
G09,Blank,1,31
G10,BPH3731,2,31
G11,BPH3723,3,31
G12,Blank,3,31
H01,Blank,2,31
H02,BPH3732,3,31
H03,BPH3725,2,31
H04,BPH3727,3,31
H05,BPH3731,3,31
H06,BPH3729,1,31
H07,BPH3724,2,31
H08,Blank,2,31
H09,BPH3724,1,31
H10,Total LDH,1,31
H11,Total LDH,2,31
H12,Total LDH,3,31
