			Database Name	ODA											
THP1 casp1-/-	WT	2	3	6	1	6	10	731	482	[700,456,755,503]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	11	593	482	[571,458,615,510]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	12	1300	506	[1282,488,1321,523]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	13	1339	552	[1313,517,1358,570]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	14	1308	599	[1294,584,1325,615]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	15	1178	637	[1159,621,1207,651]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	16	111	645	[98,632,123,675]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	17	1275	647	[1260,633,1296,662]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	18	361	683	[312,663,400,704]	133	0.370437	3	133	790.18
THP1 casp1-/-	WT	2	3	6	1	6	19	434	709	[399,696,446,730]	45	0.324183	1	45	890.178
THP1 casp1-/-	WT	2	3	6	1	6	20	1075	730	[1056,705,1099,775]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	21	1197	808	[1179,792,1216,827]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	22	507	838	[495,826,526,852]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	6	23	959	989	[947,967,978,1003]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	7	1	887	195	[866,165,904,268]	99	0.306298	3	99	729.364
THP1 casp1-/-	WT	2	3	6	1	7	2	767	420	[750,406,790,441]	50	0.430376	1	50	928.2
THP1 casp1-/-	WT	2	3	6	1	7	3	245	518	[232,504,261,539]	45	0.287108	1	45	776.822
THP1 casp1-/-	WT	2	3	6	1	7	4	362	709	[345,691,381,730]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	1	750	1016	[738,1010,785,1022]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	2	455	84	[439,69,477,101]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	3	503	87	[485,72,520,101]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	4	372	93	[349,73,396,120]	24	0.285597	1	24	818.333
THP1 casp1-/-	WT	2	3	6	1	8	5	1314	250	[1288,213,1358,324]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	6	766	249	[748,231,784,269]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	7	151	423	[125,394,181,451]	20	0.296911	1	20	665.85
THP1 casp1-/-	WT	2	3	6	1	8	8	573	416	[559,404,587,430]	55	0.290164	1	55	1236.89
THP1 casp1-/-	WT	2	3	6	1	8	9	238	442	[203,424,260,460]	56	0.320434	2	56	977.571
THP1 casp1-/-	WT	2	3	6	1	8	10	574	456	[559,440,591,472]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	11	388	506	[371,492,405,528]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	12	524	510	[513,498,537,524]	27	0.411926	1	27	904.556
THP1 casp1-/-	WT	2	3	6	1	8	13	442	527	[425,506,461,547]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	14	85	564	[64,544,106,588]	51	0.283143	1	51	982
THP1 casp1-/-	WT	2	3	6	1	8	15	253	560	[238,546,268,581]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	16	229	587	[214,572,245,606]	15	0.367778	1	15	1285.93
THP1 casp1-/-	WT	2	3	6	1	8	17	1093	624	[1053,604,1119,669]	79	0.307483	3	79	883.329
THP1 casp1-/-	WT	2	3	6	1	8	18	611	654	[598,641,625,669]	24	0.298882	1	24	1116.5
THP1 casp1-/-	WT	2	3	6	1	8	19	762	656	[752,645,773,674]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	20	326	675	[310,659,344,699]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	21	894	769	[875,731,928,801]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	22	92	760	[75,736,110,779]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	23	357	907	[331,889,379,929]	39	0.356718	1	39	919.846
THP1 casp1-/-	WT	2	3	6	1	8	24	274	928	[256,911,312,948]	18	0.291282	1	18	896.389
THP1 casp1-/-	WT	2	3	6	1	8	25	655	979	[642,966,669,993]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	26	1150	364	[1122,292,1175,393]	40	0.304485	1	40	706.125
THP1 casp1-/-	WT	2	3	6	1	8	27	686	365	[654,338,711,414]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	28	941	768	[924,758,955,793]	44	0.322737	1	44	926.568
THP1 casp1-/-	WT	2	3	6	1	8	29	393	913	[373,893,410,935]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	8	30	542	984	[523,968,563,999]	53	0.322846	2	53	1037.17
THP1 casp1-/-	WT	2	3	6	1	9	1	938	13	[911,1,954,25]	23	0.29177	1	23	957.391
THP1 casp1-/-	WT	2	3	6	1	9	2	235	61	[208,25,267,82]	47	0.289134	1	47	957.745
THP1 casp1-/-	WT	2	3	6	1	9	3	188	43	[169,33,209,58]	54	0.333056	1	54	879.056
THP1 casp1-/-	WT	2	3	6	1	9	4	303	68	[285,40,327,106]	39	0.367454	1	39	771.205
THP1 casp1-/-	WT	2	3	6	1	9	5	884	78	[864,64,909,96]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	6	396	99	[383,74,419,114]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	7	436	151	[424,134,448,165]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	8	569	150	[555,134,585,201]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	9	1132	199	[1110,177,1190,221]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	10	1067	212	[1051,197,1082,231]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	11	943	265	[909,239,961,285]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	12	113	280	[61,251,127,352]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	13	841	297	[824,285,855,309]	57	0.307928	2	57	1097.4
THP1 casp1-/-	WT	2	3	6	1	9	14	1256	323	[1232,298,1275,339]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	15	727	327	[708,309,751,347]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	16	475	350	[459,334,489,370]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	17	769	352	[750,336,793,370]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	18	786	409	[770,391,800,435]	25	0.314772	1	25	782.64
THP1 casp1-/-	WT	2	3	6	1	9	19	1309	448	[1293,432,1330,466]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	20	949	470	[938,458,961,482]	103	0.339343	2	103	1355.87
THP1 casp1-/-	WT	2	3	6	1	9	21	1345	492	[1310,470,1358,535]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	22	352	508	[334,489,373,526]	24	0.345812	1	24	827.75
THP1 casp1-/-	WT	2	3	6	1	9	23	990	512	[967,488,1027,547]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	24	769	525	[751,508,788,543]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	25	48	551	[22,525,77,586]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	26	566	583	[549,562,583,632]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	27	346	602	[332,586,364,626]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	28	559	645	[509,608,607,681]	121	0.298494	2	121	921.289
THP1 casp1-/-	WT	2	3	6	1	9	29	1038	675	[1020,638,1055,713]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	30	96	666	[81,649,110,683]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	31	1255	700	[1222,679,1270,719]	29	0.376803	1	29	977.655
THP1 casp1-/-	WT	2	3	6	1	9	32	263	714	[245,696,279,736]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	33	972	719	[955,702,993,738]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	34	268	894	[255,875,298,906]	126	0.372018	3	126	891.413
THP1 casp1-/-	WT	2	3	6	1	9	35	1084	929	[1057,909,1118,954]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	36	575	934	[562,921,589,947]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	37	1049	969	[1027,950,1074,988]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	38	592	982	[574,964,612,1001]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	39	37	61	[22,45,55,78]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	40	1139	107	[1121,89,1158,125]	47	0.315954	2	47	710.809
THP1 casp1-/-	WT	2	3	6	1	9	41	1130	617	[1102,596,1163,642]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	42	1318	759	[1286,741,1340,791]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	9	43	871	775	[846,754,894,796]	52	0.304663	2	52	877.288
THP1 casp1-/-	WT	2	3	6	1	9	44	442	963	[418,932,478,999]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	1	214	10	[199,1,240,20]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	2	901	95	[888,77,914,111]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	3	997	215	[979,199,1014,232]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	4	1030	248	[1015,235,1046,263]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	5	1009	297	[979,265,1041,330]	31	0.297048	1	31	812.839
THP1 casp1-/-	WT	2	3	6	1	10	6	1074	550	[1059,528,1107,565]	40	0.322545	1	40	1160.55
THP1 casp1-/-	WT	2	3	6	1	10	7	1281	563	[1261,544,1307,582]	67	0.339685	2	67	879.164
THP1 casp1-/-	WT	2	3	6	1	10	8	333	561	[321,549,347,578]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	9	1126	570	[1108,554,1142,586]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	10	1347	637	[1335,606,1358,675]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	11	1256	801	[1236,786,1280,819]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	10	12	511	986	[495,968,527,1009]	45	0.350115	2	45	1003.87
THP1 casp1-/-	WT	2	3	6	1	10	13	1029	610	[994,569,1055,672]	61	0.383546	2	61	792.279
THP1 casp1-/-	WT	2	3	6	1	10	14	900	687	[884,668,923,704]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	11	1	561	89	[542,67,584,110]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	11	2	178	122	[126,90,230,150]	29	0.290857	1	29	660.586
THP1 casp1-/-	WT	2	3	6	1	11	3	572	167	[518,144,605,197]	121	0.334553	2	121	1743.41
THP1 casp1-/-	WT	2	3	6	1	11	4	1298	283	[1242,273,1323,300]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	11	5	1185	386	[1171,372,1200,405]	120	0.292414	2	120	1358.95
THP1 casp1-/-	WT	2	3	6	1	11	6	236	497	[222,479,256,527]	45	0.351307	2	45	922.667
THP1 casp1-/-	WT	2	3	6	1	11	7	408	721	[386,666,435,744]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	11	8	965	744	[949,728,982,760]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	11	9	231	412	[208,386,251,441]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	1	780	65	[698,16,806,92]	68	0.338727	2	68	908.044
THP1 casp1-/-	WT	2	3	6	1	12	2	244	52	[204,38,259,80]	67	0.337844	2	67	800.179
THP1 casp1-/-	WT	2	3	6	1	12	3	1161	100	[1143,80,1180,135]	57	0.316498	2	57	857.877
THP1 casp1-/-	WT	2	3	6	1	12	4	133	164	[112,142,155,185]	25	0.31243	1	25	990.32
THP1 casp1-/-	WT	2	3	6	1	12	5	1110	159	[1095,145,1124,187]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	6	139	219	[124,201,157,235]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	7	824	249	[803,227,850,290]	25	0.324463	1	25	688.2
THP1 casp1-/-	WT	2	3	6	1	12	8	629	251	[614,236,644,270]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	9	1170	263	[1135,246,1192,279]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	10	1016	356	[1003,330,1027,388]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	11	1336	387	[1300,354,1352,407]	27	0.311026	1	27	792.481
THP1 casp1-/-	WT	2	3	6	1	12	12	247	401	[230,390,262,417]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	13	929	412	[911,394,951,431]	28	0.310364	1	28	1285.64
THP1 casp1-/-	WT	2	3	6	1	12	14	99	436	[81,419,117,455]	23	0.352372	1	23	624.348
THP1 casp1-/-	WT	2	3	6	1	12	15	786	533	[774,522,806,546]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	16	15	600	[1,579,37,618]	30	0.359003	1	30	643.5
THP1 casp1-/-	WT	2	3	6	1	12	17	408	643	[380,616,454,690]	52	0.355977	2	52	1033.35
THP1 casp1-/-	WT	2	3	6	1	12	18	465	704	[452,690,478,722]	32	0.327294	1	32	1122.53
THP1 casp1-/-	WT	2	3	6	1	12	19	1043	723	[1027,704,1057,746]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	20	948	757	[933,743,963,771]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	21	130	906	[111,884,149,927]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	22	940	920	[916,896,964,943]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	23	1350	290	[1342,270,1358,311]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	24	834	384	[806,352,857,406]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	12	25	529	688	[507,659,548,718]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	13	1	296	133	[275,118,318,150]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	13	2	1112	241	[1087,223,1134,261]	26	0.37512	1	26	1023.65
THP1 casp1-/-	WT	2	3	6	1	13	3	832	458	[814,421,862,476]	86	0.360801	2	86	1207.49
THP1 casp1-/-	WT	2	3	6	1	13	4	831	789	[810,770,852,809]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	1	246	25	[230,9,264,51]	21	0.315302	1	21	855.238
THP1 casp1-/-	WT	3	3	7	1	1	2	1038	105	[1000,89,1054,148]	78	0.291195	1	78	1265.64
THP1 casp1-/-	WT	3	3	7	1	1	3	198	153	[175,132,227,173]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	4	146	152	[127,135,175,174]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	5	1266	196	[1243,164,1290,219]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	6	507	207	[493,193,527,222]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	7	736	247	[717,230,755,264]	38	0.295873	1	38	657.263
THP1 casp1-/-	WT	3	3	7	1	1	8	451	342	[421,322,474,363]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	9	252	396	[235,374,271,437]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	10	1276	404	[1260,388,1291,420]	44	0.297796	1	44	1092
THP1 casp1-/-	WT	3	3	7	1	1	11	1315	549	[1302,535,1328,563]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	12	618	702	[594,679,643,728]	23	0.289204	1	23	662.348
THP1 casp1-/-	WT	3	3	7	1	1	13	1164	729	[1146,712,1196,750]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	14	713	810	[697,772,732,869]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	15	1142	796	[1125,773,1160,816]	25	0.294572	1	25	641.64
THP1 casp1-/-	WT	3	3	7	1	1	16	147	806	[127,787,167,828]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	17	316	838	[284,823,336,856]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	18	1186	941	[1165,925,1202,964]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	19	1348	977	[1338,967,1358,994]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	20	605	986	[587,967,628,1007]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	21	660	1009	[628,998,673,1022]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	22	1176	60	[1158,29,1196,106]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	1	23	511	895	[497,879,533,911]	60	0.320737	2	60	866.367
THP1 casp1-/-	WT	3	3	7	1	2	1	1136	726	[1108,690,1162,749]	51	0.36947	1	51	1077.18
THP1 casp1-/-	WT	3	3	7	1	2	2	422	1008	[407,987,438,1022]	34	0.302308	1	34	949.676
THP1 casp1-/-	WT	3	3	7	1	3	1	931	17	[915,1,948,38]	36	0.28117	1	36	969.861
THP1 casp1-/-	WT	3	3	7	1	3	2	157	151	[117,123,182,183]	185	0.308552	4	185	1062.91
THP1 casp1-/-	WT	3	3	7	1	3	3	517	189	[492,167,548,210]	49	0.333567	2	49	1043.63
THP1 casp1-/-	WT	3	3	7	1	3	4	1243	217	[1227,201,1259,234]	43	0.285674	1	43	1204.84
THP1 casp1-/-	WT	3	3	7	1	3	5	1089	254	[1052,231,1121,276]	53	0.345109	2	53	753.057
THP1 casp1-/-	WT	3	3	7	1	3	6	782	268	[761,247,814,285]	43	0.454747	1	43	1002.81
THP1 casp1-/-	WT	3	3	7	1	3	7	1052	378	[1037,361,1069,391]	29	0.338187	1	29	1050.34
THP1 casp1-/-	WT	3	3	7	1	3	8	952	387	[929,371,999,401]	26	0.306539	1	26	922.577
THP1 casp1-/-	WT	3	3	7	1	3	9	494	426	[475,406,516,450]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	10	475	486	[458,472,488,501]	28	0.28488	1	28	979.607
THP1 casp1-/-	WT	3	3	7	1	3	11	705	514	[686,482,722,533]	25	0.324567	1	25	738.96
THP1 casp1-/-	WT	3	3	7	1	3	12	1180	507	[1161,483,1199,526]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	13	1226	556	[1210,539,1241,577]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	14	575	575	[555,559,592,592]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	15	49	595	[16,564,81,631]	107	0.330916	2	107	1032.15
THP1 casp1-/-	WT	3	3	7	1	3	16	133	638	[120,625,147,652]	24	0.400548	1	24	726.292
THP1 casp1-/-	WT	3	3	7	1	3	17	1096	655	[1083,643,1108,672]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	18	687	683	[671,666,705,700]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	19	373	685	[357,666,389,715]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	20	795	758	[775,743,811,772]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	21	692	828	[638,761,719,853]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	22	794	824	[779,811,814,838]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	23	519	849	[504,835,535,865]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	24	122	855	[99,838,169,881]	116	0.348729	2	116	941.724
THP1 casp1-/-	WT	3	3	7	1	3	25	1283	936	[1265,911,1304,966]	65	0.282075	1	65	1146
THP1 casp1-/-	WT	3	3	7	1	3	26	866	943	[852,923,880,958]	67	0.341643	1	67	1003.09
THP1 casp1-/-	WT	3	3	7	1	3	27	502	966	[481,950,518,983]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	3	28	593	178	[559,155,657,230]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	4	1	359	309	[328,288,393,335]	20	0.351098	1	20	946.35
THP1 casp1-/-	WT	3	3	7	1	4	2	575	783	[562,769,590,804]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	4	3	13	699	[1,687,28,729]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	4	4	935	744	[919,708,952,762]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	4	5	397	889	[379,872,417,906]	37	0.33107	1	37	795.811
THP1 casp1-/-	WT	3	3	7	1	5	1	509	13	[497,1,526,28]	23	0.365955	1	23	757.652
THP1 casp1-/-	WT	3	3	7	1	5	2	915	22	[902,9,930,36]	63	0.346437	1	63	2060.63
THP1 casp1-/-	WT	3	3	7	1	5	3	617	29	[594,7,642,51]	62	0.357682	2	62	747.629
THP1 casp1-/-	WT	3	3	7	1	5	4	825	48	[810,33,838,63]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	5	1019	68	[1007,55,1031,85]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	6	1193	137	[1170,94,1215,167]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	7	376	124	[346,108,400,143]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	8	228	153	[213,115,245,181]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	9	655	133	[642,115,668,152]	24	0.299207	1	24	633.5
THP1 casp1-/-	WT	3	3	7	1	5	10	183	144	[168,127,197,165]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	11	719	155	[690,136,738,172]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	12	586	177	[565,157,607,200]	35	0.29692	1	35	1201.63
THP1 casp1-/-	WT	3	3	7	1	5	13	347	298	[330,280,369,322]	17	0.281086	1	17	676.706
THP1 casp1-/-	WT	3	3	7	1	5	14	850	314	[834,298,866,330]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	15	33	346	[19,326,50,370]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	16	841	372	[817,328,872,415]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	17	1097	380	[1085,368,1110,393]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	18	1011	435	[986,411,1057,462]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	19	967	476	[942,461,985,493]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	20	535	480	[518,463,552,500]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	21	68	512	[53,497,86,531]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	22	948	514	[930,495,966,535]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	23	636	555	[618,529,654,581]	31	0.312465	1	31	1236.42
THP1 casp1-/-	WT	3	3	7	1	5	24	514	578	[501,564,528,595]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	25	125	592	[111,577,140,609]	46	0.28231	1	46	895.478
THP1 casp1-/-	WT	3	3	7	1	5	26	1166	623	[1151,607,1181,639]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	27	1333	658	[1313,641,1358,719]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	28	869	671	[839,648,888,709]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	29	828	699	[804,679,855,724]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	30	330	715	[311,693,359,750]	99	0.323672	2	99	803.525
THP1 casp1-/-	WT	3	3	7	1	5	31	980	709	[965,694,996,733]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	32	105	709	[92,696,120,725]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	33	867	734	[840,705,884,760]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	34	800	732	[785,718,821,748]	47	0.284778	1	47	761.894
THP1 casp1-/-	WT	3	3	7	1	5	35	209	753	[195,739,225,771]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	36	740	798	[726,784,755,813]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	37	302	807	[292,785,316,850]	20	0.288873	1	20	783.05
THP1 casp1-/-	WT	3	3	7	1	5	38	410	860	[392,845,430,876]	26	0.3126	1	26	901.385
THP1 casp1-/-	WT	3	3	7	1	5	39	343	867	[328,853,365,882]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	40	100	874	[63,861,150,889]	49	0.297603	2	49	686.306
THP1 casp1-/-	WT	3	3	7	1	5	41	964	922	[948,902,981,944]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	42	921	935	[908,922,940,949]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	43	1290	989	[1250,948,1310,1009]	44	0.294705	1	44	810.818
THP1 casp1-/-	WT	3	3	7	1	5	44	1078	993	[1065,974,1090,1008]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	45	308	218	[295,182,322,247]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	46	105	396	[85,375,124,418]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	5	47	1224	828	[1206,813,1250,844]	39	0.289548	1	39	590.359
THP1 casp1-/-	WT	3	3	7	1	5	48	205	854	[180,832,223,868]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	6	1	1015	69	[1000,54,1032,93]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	3	3	7	1	6	2	375	146	[356,128,401,164]	43	0.340444	1	43	1078
