			Database Name	ODA												
THP1 casp1-/-	WT	1	3	5	1	0	9	41	1267	643	[1249,625,1284,663]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	42	1064	646	[1050,630,1080,666]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	43	143	656	[115,641,157,672]	50	0.320123	1	50	620.1
THP1 casp1-/-	WT	1	3	5	1	0	9	44	281	682	[265,669,298,696]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	45	526	692	[507,674,547,711]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	46	944	696	[917,674,978,742]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	47	1127	697	[1109,680,1144,721]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	48	380	712	[365,697,395,728]	26	0.32053	1	26	742.462
THP1 casp1-/-	WT	1	3	5	1	0	9	49	483	726	[451,708,496,740]	61	0.319763	2	61	985.41
THP1 casp1-/-	WT	1	3	5	1	0	9	50	852	727	[830,706,876,747]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	51	251	760	[235,745,272,775]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	52	49	782	[32,766,64,800]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	53	648	782	[634,767,665,798]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	54	832	814	[804,797,848,832]	32	0.358265	1	32	979.344
THP1 casp1-/-	WT	1	3	5	1	0	9	55	383	823	[370,809,397,839]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	56	745	831	[727,816,758,846]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	57	388	887	[367,864,417,918]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	58	128	946	[112,918,144,968]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	59	561	953	[541,933,583,974]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	60	254	1008	[239,995,269,1022]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	61	175	34	[159,5,192,54]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	62	111	720	[96,704,125,743]	50	0.283048	1	50	853.2
THP1 casp1-/-	WT	1	3	5	1	0	9	63	711	785	[694,756,729,811]	67	0.331941	1	67	982.537
THP1 casp1-/-	WT	1	3	5	1	0	9	64	612	841	[590,825,625,856]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	65	689	866	[676,850,707,880]	88	0.321395	2	88	944.989
THP1 casp1-/-	WT	1	3	5	1	0	9	66	462	881	[448,864,475,902]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	67	777	891	[757,873,800,911]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	9	68	86	983	[69,966,101,997]	61	0.359248	1	61	1139.48
THP1 casp1-/-	WT	1	3	5	1	0	10	1	1237	11	[1211,1,1260,21]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	2	994	1013	[982,1004,1039,1022]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	3	837	29	[821,13,856,46]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	4	342	77	[327,55,357,94]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	5	1120	72	[1106,58,1140,87]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	6	805	122	[774,93,823,136]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	7	1074	107	[1063,96,1091,120]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	8	952	118	[935,95,972,135]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	9	1207	127	[1183,104,1233,147]	33	0.327158	1	33	901.121
THP1 casp1-/-	WT	1	3	5	1	0	10	10	1127	120	[1111,103,1143,137]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	11	1009	128	[993,112,1036,147]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	12	1272	135	[1255,119,1287,149]	38	0.352993	1	38	1153.24
THP1 casp1-/-	WT	1	3	5	1	0	10	13	559	144	[546,131,579,159]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	14	817	213	[802,163,840,230]	55	0.30712	2	55	869.655
THP1 casp1-/-	WT	1	3	5	1	0	10	15	1322	182	[1306,164,1338,208]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	16	757	215	[741,200,773,237]	24	0.367836	1	24	917
THP1 casp1-/-	WT	1	3	5	1	0	10	17	1349	243	[1338,218,1358,259]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	18	612	266	[591,250,628,284]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	19	492	308	[463,270,517,336]	77	0.308008	1	77	805.714
THP1 casp1-/-	WT	1	3	5	1	0	10	20	1339	298	[1306,286,1358,313]	56	0.287849	2	56	605.107
THP1 casp1-/-	WT	1	3	5	1	0	10	21	180	326	[141,311,207,346]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	22	977	326	[962,310,993,346]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	23	878	361	[859,343,897,383]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	24	310	373	[291,354,330,395]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	25	974	394	[961,380,994,434]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	26	935	394	[914,377,957,411]	52	0.353186	1	52	1016.15
THP1 casp1-/-	WT	1	3	5	1	0	10	27	555	457	[532,433,580,488]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	28	958	451	[944,436,971,471]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	29	28	459	[12,439,47,483]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	30	989	494	[977,483,1002,507]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	31	386	538	[356,516,407,557]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	32	475	577	[458,556,495,602]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	33	540	594	[528,582,555,606]	30	0.337231	1	30	948.533
THP1 casp1-/-	WT	1	3	5	1	0	10	34	934	610	[916,589,954,627]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	35	1131	689	[1112,671,1148,707]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	36	1014	697	[972,675,1037,717]	42	0.29783	1	42	1469.07
THP1 casp1-/-	WT	1	3	5	1	0	10	37	1333	711	[1321,697,1346,727]	39	0.29178	1	39	1312.56
THP1 casp1-/-	WT	1	3	5	1	0	10	38	285	850	[270,836,300,865]	37	0.299117	1	37	1116.35
THP1 casp1-/-	WT	1	3	5	1	0	10	39	1312	860	[1297,843,1341,883]	60	0.294691	2	60	767.583
THP1 casp1-/-	WT	1	3	5	1	0	10	40	752	906	[732,883,794,937]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	41	840	968	[821,946,859,1008]	25	0.311069	1	25	964.52
THP1 casp1-/-	WT	1	3	5	1	0	10	42	575	977	[557,960,593,995]	64	0.289137	1	64	1040.55
THP1 casp1-/-	WT	1	3	5	1	0	10	43	976	26	[958,8,993,44]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	10	44	124	359	[85,318,145,381]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	1	15	97	[1,63,40,136]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	2	84	157	[65,141,105,173]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	3	470	247	[443,230,488,264]	54	0.305153	1	54	969.037
THP1 casp1-/-	WT	1	3	5	1	0	11	4	1098	331	[1074,308,1117,348]	51	0.35246	1	51	1300.75
THP1 casp1-/-	WT	1	3	5	1	0	11	5	305	341	[272,318,334,361]	24	0.352863	1	24	848.667
THP1 casp1-/-	WT	1	3	5	1	0	11	6	530	390	[505,363,567,414]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	7	423	512	[400,490,441,528]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	8	911	567	[891,551,941,589]	69	0.334546	2	69	719.246
THP1 casp1-/-	WT	1	3	5	1	0	11	9	200	604	[181,584,219,627]	22	0.308913	1	22	786.5
THP1 casp1-/-	WT	1	3	5	1	0	11	10	921	733	[901,714,956,788]	28	0.371012	1	28	625.321
THP1 casp1-/-	WT	1	3	5	1	0	11	11	1350	817	[1341,805,1358,839]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	12	809	835	[781,810,838,856]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	13	900	874	[882,857,914,901]	52	0.288786	2	52	753.115
THP1 casp1-/-	WT	1	3	5	1	0	11	14	781	986	[761,967,800,1005]	69	0.280688	1	69	920.71
THP1 casp1-/-	WT	1	3	5	1	0	11	15	849	985	[837,973,866,997]	30	0.280498	1	30	1067.1
THP1 casp1-/-	WT	1	3	5	1	0	11	16	1339	321	[1320,293,1358,345]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	17	1272	710	[1253,694,1288,728]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	18	552	804	[534,785,571,824]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	11	19	619	830	[593,788,685,852]	27	0.372158	1	27	739.222
THP1 casp1-/-	WT	1	3	5	1	0	12	1	221	9	[212,1,249,18]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	2	460	19	[441,1,495,38]	30	0.314935	1	30	1038.07
THP1 casp1-/-	WT	1	3	5	1	0	12	3	1271	62	[1258,40,1289,83]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	4	132	67	[112,52,152,88]	29	0.34996	1	29	761.552
THP1 casp1-/-	WT	1	3	5	1	0	12	5	277	76	[259,60,295,96]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	6	1304	108	[1267,59,1336,194]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	7	626	92	[589,75,646,138]	54	0.394373	1	54	1496.31
THP1 casp1-/-	WT	1	3	5	1	0	12	8	70	138	[45,93,107,176]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	9	110	126	[81,101,123,142]	25	0.305956	1	25	667.52
THP1 casp1-/-	WT	1	3	5	1	0	12	10	351	120	[336,104,365,136]	24	0.303401	1	24	744.875
THP1 casp1-/-	WT	1	3	5	1	0	12	11	474	144	[456,126,492,167]	37	0.334663	1	37	1107.65
THP1 casp1-/-	WT	1	3	5	1	0	12	12	584	195	[568,170,600,220]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	13	1254	200	[1229,182,1276,218]	23	0.35288	1	23	697.348
THP1 casp1-/-	WT	1	3	5	1	0	12	14	476	212	[465,194,487,225]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	15	445	240	[428,225,464,256]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	16	483	290	[456,268,522,339]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	17	13	380	[1,317,27,398]	43	0.317328	1	43	661
THP1 casp1-/-	WT	1	3	5	1	0	12	18	528	390	[514,372,552,408]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	19	558	417	[542,388,576,441]	24	0.300941	1	24	696.125
THP1 casp1-/-	WT	1	3	5	1	0	12	20	882	460	[867,443,899,477]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	21	743	491	[729,472,757,508]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	22	262	526	[237,504,285,562]	25	0.301669	1	25	770.2
THP1 casp1-/-	WT	1	3	5	1	0	12	23	581	539	[543,520,598,564]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	24	225	539	[209,523,245,556]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	25	1173	561	[1161,548,1187,591]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	26	196	604	[179,561,218,629]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	27	980	591	[969,574,992,608]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	28	1023	614	[1007,597,1039,636]	35	0.295087	1	35	869.286
THP1 casp1-/-	WT	1	3	5	1	0	12	29	596	639	[567,613,629,658]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	30	110	648	[97,633,125,662]	24	0.309567	1	24	858.917
THP1 casp1-/-	WT	1	3	5	1	0	12	31	925	665	[914,654,948,676]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	32	712	750	[697,662,760,775]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	33	1288	689	[1268,669,1309,710]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	34	846	868	[831,854,866,883]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	35	602	893	[584,877,624,914]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	36	968	908	[948,885,990,935]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	37	105	958	[88,942,131,974]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	38	156	990	[69,965,188,1022]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	39	280	149	[249,129,297,197]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	40	178	264	[164,249,205,279]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	41	555	581	[539,563,576,597]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	12	42	561	800	[535,772,586,835]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	1	1278	33	[1260,19,1295,47]	48	0.297796	1	48	756.729
THP1 casp1-/-	WT	1	3	5	1	0	13	2	827	38	[801,22,849,53]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	3	1244	63	[1215,16,1269,96]	87	0.349342	3	87	781.103
THP1 casp1-/-	WT	1	3	5	1	0	13	4	1082	114	[1061,95,1101,134]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	5	372	151	[353,134,394,171]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	6	65	157	[54,137,77,171]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	7	1062	184	[1045,168,1081,202]	22	0.288765	1	22	906.909
THP1 casp1-/-	WT	1	3	5	1	0	13	8	142	192	[125,173,160,211]	36	0.294856	1	36	932.389
THP1 casp1-/-	WT	1	3	5	1	0	13	9	1062	346	[1043,327,1082,366]	25	0.348946	1	25	605.04
THP1 casp1-/-	WT	1	3	5	1	0	13	10	978	379	[966,355,994,406]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	11	59	381	[45,367,74,395]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	12	849	387	[837,375,864,401]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	13	944	454	[920,440,965,468]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	14	587	493	[573,480,606,512]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	15	395	570	[378,555,417,589]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	16	316	580	[295,553,359,600]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	17	602	571	[583,557,619,585]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	18	250	632	[235,618,265,647]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	19	396	644	[377,629,413,660]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	20	1344	662	[1327,648,1358,678]	40	0.283311	1	40	1075.35
THP1 casp1-/-	WT	1	3	5	1	0	13	21	1263	671	[1249,654,1278,687]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	22	727	708	[714,696,739,720]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	23	865	724	[850,709,882,741]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	24	592	743	[573,723,615,765]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	25	487	754	[471,738,504,771]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	26	1312	757	[1295,745,1327,770]	56	0.316904	2	56	1004.29
THP1 casp1-/-	WT	1	3	5	1	0	13	27	557	781	[541,764,574,798]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	28	937	800	[898,786,961,831]	79	0.303016	2	79	1231.22
THP1 casp1-/-	WT	1	3	5	1	0	13	29	879	812	[858,795,897,827]	24	0.30308	1	24	800.25
THP1 casp1-/-	WT	1	3	5	1	0	13	30	262	834	[245,817,282,855]	47	0.284201	1	47	824.723
THP1 casp1-/-	WT	1	3	5	1	0	13	31	1041	838	[1026,826,1053,853]	20	0.287919	1	20	847.05
THP1 casp1-/-	WT	1	3	5	1	0	13	32	738	850	[720,831,757,870]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	33	476	882	[461,867,493,898]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	34	1158	922	[1140,899,1176,946]	44	0.334043	2	44	918.045
THP1 casp1-/-	WT	1	3	5	1	0	13	35	708	992	[695,979,725,1007]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	36	928	999	[902,983,946,1014]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	37	1256	134	[1217,96,1281,191]	38	0.288298	1	38	1191.58
THP1 casp1-/-	WT	1	3	5	1	0	13	38	678	426	[664,386,691,478]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	39	547	417	[530,398,564,436]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	40	822	617	[809,604,836,631]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	41	156	686	[120,658,185,714]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	1	3	5	1	0	13	42	19	745	[1,726,47,766]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	1	6	473	[1,458,75,510]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	2	318	47	[284,17,338,67]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	3	738	42	[717,26,755,62]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	4	1305	105	[1292,93,1320,141]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	5	830	113	[811,94,851,137]	58	0.341218	1	58	1120.53
THP1 casp1-/-	WT	2	3	6	1	0	1	6	1240	131	[1228,120,1254,144]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	7	885	168	[870,153,900,187]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	8	1323	204	[1307,190,1338,219]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	9	567	208	[554,196,580,220]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	10	1036	212	[1019,197,1051,233]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	11	1118	309	[1106,300,1128,343]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	12	507	322	[492,306,534,371]	53	0.293596	1	53	1017.87
THP1 casp1-/-	WT	2	3	6	1	0	1	13	1001	332	[987,319,1016,349]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	14	208	370	[192,354,225,389]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	15	1258	371	[1246,359,1274,385]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	16	670	387	[651,368,694,407]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	17	165	469	[129,450,180,522]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	18	105	473	[90,458,121,506]	23	0.307538	1	23	750.565
THP1 casp1-/-	WT	2	3	6	1	0	1	19	1285	563	[1267,535,1325,585]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	20	813	556	[801,543,828,579]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	21	1228	558	[1212,544,1243,574]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	22	1189	571	[1174,555,1208,590]	53	0.299305	1	53	922.094
THP1 casp1-/-	WT	2	3	6	1	0	1	23	1008	572	[992,558,1025,587]	28	0.303707	1	28	916.964
THP1 casp1-/-	WT	2	3	6	1	0	1	24	568	694	[552,671,587,717]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	25	873	693	[857,676,891,709]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	26	89	700	[69,680,108,721]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	27	1261	730	[1233,712,1279,750]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	28	315	772	[290,750,374,813]	84	0.316757	3	84	946.226
THP1 casp1-/-	WT	2	3	6	1	0	1	29	199	767	[188,754,215,794]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	30	1265	785	[1239,755,1294,813]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	31	1150	772	[1134,759,1163,786]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	32	174	813	[149,792,195,844]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	33	316	843	[298,818,334,873]	24	0.309061	1	24	774.792
THP1 casp1-/-	WT	2	3	6	1	0	1	34	618	870	[608,844,632,889]	170	0.315266	2	170	1361.02
THP1 casp1-/-	WT	2	3	6	1	0	1	35	1024	872	[1008,857,1042,887]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	36	748	887	[725,870,767,902]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	37	1138	883	[1124,871,1152,896]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	38	566	910	[549,891,583,934]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	39	1014	915	[994,895,1034,935]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	40	966	925	[942,909,983,946]	25	0.307993	1	25	808.56
THP1 casp1-/-	WT	2	3	6	1	0	1	41	868	942	[836,920,904,979]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	42	518	1009	[505,996,534,1022]	88	0.333627	1	88	1330.13
THP1 casp1-/-	WT	2	3	6	1	0	1	43	1249	1009	[1231,996,1268,1022]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	44	1104	201	[1072,189,1154,215]	31	0.327289	1	31	943.161
THP1 casp1-/-	WT	2	3	6	1	0	1	45	27	569	[1,540,49,586]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	46	1018	682	[991,658,1040,710]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	1	47	219	902	[184,880,244,926]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	2	1	17	13	[4,1,30,30]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	2	2	559	109	[538,71,579,142]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	2	3	946	349	[914,337,973,362]	43	0.288125	1	43	729.558
THP1 casp1-/-	WT	2	3	6	1	0	2	4	1210	420	[1192,372,1226,445]	58	0.320951	1	58	729.431
THP1 casp1-/-	WT	2	3	6	1	0	2	5	95	473	[80,460,109,501]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	2	6	758	780	[742,761,775,802]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	2	7	88	823	[71,800,103,841]	44	0.289285	1	44	819.682
THP1 casp1-/-	WT	2	3	6	1	0	2	8	455	841	[440,826,470,857]	56	0.331238	1	56	2189.02
THP1 casp1-/-	WT	2	3	6	1	0	2	9	744	854	[731,840,764,871]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	3	1	595	109	[543,83,630,138]	90	0.340659	2	90	929.322
THP1 casp1-/-	WT	2	3	6	1	0	3	2	17	143	[1,120,41,161]	58	0.310102	2	58	727.431
THP1 casp1-/-	WT	2	3	6	1	0	3	3	1025	172	[1010,157,1041,191]	61	0.349891	2	61	814.836
THP1 casp1-/-	WT	2	3	6	1	0	3	4	439	217	[423,201,454,234]	21	0.315066	1	21	1216.95
THP1 casp1-/-	WT	2	3	6	1	0	3	5	1022	289	[994,264,1053,322]	44	0.306026	1	44	786.364
THP1 casp1-/-	WT	2	3	6	1	0	3	6	382	339	[354,324,398,357]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	3	7	958	357	[925,343,989,378]	110	0.336403	2	110	917.618
THP1 casp1-/-	WT	2	3	6	1	0	3	8	1006	396	[985,366,1028,420]	25	0.338791	1	25	800.08
THP1 casp1-/-	WT	2	3	6	1	0	3	9	778	444	[765,411,793,463]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	3	10	462	432	[442,412,484,453]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	3	11	1058	478	[1045,466,1071,494]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	3	12	78	494	[61,472,98,540]	0	NaN	0	0	NaN
THP1 casp1-/-	WT	2	3	6	1	0	3	13	251	491	[220,474,272,525]	37	0.297127	1	37	888.838
