"total_conv_events","conv_summary","operon_id","operon_label","operon_locus_tags","NCTC8325_chrom","BeginTU","EndTUshort","mutated_features","mutated_features_types","mutated_genes"
3,"mortality:3","TU-U369","S303, secA, NA","new_749646_749939_1, SAOUHSC_00769, SAOUHSC_00770","NC_007795",749646,752625,"SAOUHSC_00769,SAOUHSC_00770","NCTC8325_operons","secA"
3,"mortality:3","TU-U426","S353, sufC, S354, sufD, S355, sufS, sufU, S356, sufB, S357","new_817531_817631_1, SAOUHSC_00847, new_818394_818490_1, SAOUHSC_00848, new_819799_819903_1, SAOUHSC_00849, SAOUHSC_00850, new_821609_821758_1, SAOUHSC_00851, new_823157_823252_1","NC_007795",817531,823209,"SAOUHSC_00849,SAOUHSC_00847,SAOUHSC_00851,SAOUHSC_00848","NCTC8325_operons","sufS,sufC,sufB,sufD"
3,"mortality:3","TU-U45","S37, capA, capB, capC, capD, capE, capF, capG, capH, capI, capJ, capK, capL, capM, capN","new_119358_119437_1, SAOUHSC_00114, SAOUHSC_00115, SAOUHSC_00116, SAOUHSC_00117, SAOUHSC_00118, SAOUHSC_00119, SAOUHSC_00120, SAOUHSC_00121, SAOUHSC_00122, SAOUHSC_00123, SAOUHSC_00124, SAOUHSC_00125, SAOUHSC_00126, SAOUHSC_00127","NC_007795",119353,133604,"SAOUHSC_00117,SAOUHSC_00126,SAOUHSC_00120","NCTC8325_operons","capM,capG"
3,"mortality:3","TU-U46","capA, capB, capC, capD, capE, capF, capG, capH, capI, capJ, capK, capL, capM, capN, capO, S38, capP","SAOUHSC_00114, SAOUHSC_00115, SAOUHSC_00116, SAOUHSC_00117, SAOUHSC_00118, SAOUHSC_00119, SAOUHSC_00120, SAOUHSC_00121, SAOUHSC_00122, SAOUHSC_00123, SAOUHSC_00124, SAOUHSC_00125, SAOUHSC_00126, SAOUHSC_00127, SAOUHSC_00128, new_134839_134914_1, SAOUHSC_00129","NC_007795",119439,136052,"SAOUHSC_00117,SAOUHSC_00126,SAOUHSC_00120","NCTC8325_operons","capM,capG"
3,"mortality:3","TU-U574","isdC, isdD, isdE, isdF, NA, S447, srtB, isdG, NA, S448, S449, NA, S450, S451, pheS, pheT","SAOUHSC_01082, SAOUHSC_01084, SAOUHSC_01085, SAOUHSC_01086, SAOUHSC_01087, new_1049241_1049301_1, SAOUHSC_01088, SAOUHSC_01089, SAOUHSC_01090, new_1050523_1050614_1, new_1050616_1050761_1, SAOUHSC_01091, new_1051503_1051800_1, new_1051802_1051882_1, SAOUHSC_01092, SAOUHSC_01093","NC_007795",1045572,1055327,"SAOUHSC_01084","NCTC8325_operons","isdD"
3,"mortality:3","TU-U656","glpK, S535, glpD","SAOUHSC_01276, new_1234812_1234934_1, SAOUHSC_01278","NC_007795",1233244,1236598,"SAOUHSC_01276,SAOUHSC_01278","NCTC8325_operons","glpK,glpD"
3,"mortality:3","TU-U728","NA, NA, S591, NA, NA, S590, braB","SAOUHSC_01415, SAOUHSC_01414, new_1354169_1354295_-1, SAOUHSC_01413, SAOUHSC_01412, new_1351239_1351423_-1, SAOUHSC_01411","NC_007795",1355385,1349877,"SAOUHSC_01411,SAOUHSC_01413,SAOUHSC_01412","NCTC8325_operons","brnQ3,-"
3,"mortality:3","TU-U848","S687, S686, hisS, aspS, S685, NA, NA","new_1642486_1642778_-1, new_1642353_1642484_-1, SAOUHSC_01738, SAOUHSC_01737, new_1639007_1639262_-1, SAOUHSC_01736, SAOUHSC_01735","NC_007795",1642778,1638044,"SAOUHSC_01736,SAOUHSC_01738,SAOUHSC_01735,SAOUHSC_01737","NCTC8325_operons","hisS,tcaD,aspS"
3,"mortality:3","TU-U859","S694, rplU, NA, rpmA, S693","new_1659502_1659667_-1, SAOUHSC_01757, SAOUHSC_01756, SAOUHSC_01755, new_1658272_1658570_-1","NC_007795",1659669,1658274,"U859,SAOUHSC_01757","NCTC8325_operons,promoter","mreD,rplU"
3,"mortality:3","TU-U909","NA, S726, ptaA","SAOUHSC_01837, new_1742383_1742509_-1, SAOUHSC_01836","NC_007795",1743171,1740928,"SAOUHSC_01836,SAOUHSC_01837","NCTC8325_operons","ptaA,-"
2,"PI:2","TU-U1","S1, dnaA, S2, dnaN","new_297_516_1, SAOUHSC_00001, new_1879_2155_1, SAOUHSC_00002","NC_007795",297,3282,"new_297_516_1,new_1879_2155_1","NCTC8325_operons",""
2,"PI:2","TU-U1048","S838, NA, nadE, S837, NA, NA","new_2007438_2007508_-1, SAOUHSC_02133, SAOUHSC_02132, new_2004911_2005180_-1, SAOUHSC_02131, SAOUHSC_02130","NC_007795",2007508,2004139,"SAOUHSC_02130,SAOUHSC_02133","NCTC8325_operons","pncB"
2,"PI:2","TU-U1054",NA,"SAOUHSC_02143","NC_007795",2017487,2016430,"SAOUHSC_02143","NCTC8325_operons","-"
2,"PI:2","TU-U1098","S874","new_2096610_2096806_-1","NC_007795",2096823,2096653,"U1098,new_2096610_2096806_-1","NCTC8325_operons,promoter","agrA"
2,"PI:2","TU-U1099","scrR, S877, scrB, NA","SAOUHSC_02269, new_2099440_2099587_-1, SAOUHSC_02268, SAOUHSC_02267","NC_007795",2100581,2097010,"SAOUHSC_02268,SAOUHSC_02269","NCTC8325_operons","scrB,scrR"
2,"PI:2","TU-U1105",NA,"SAOUHSC_02276","NC_007795",2106981,2107525,"SAOUHSC_02276","NCTC8325_operons","-"
2,"PI:2","TU-U1127","NA, S900, tenA, NA, thiM, thiE, oxaI","SAOUHSC_02332, new_2162264_2162335_-1, SAOUHSC_02331, SAOUHSC_02330, SAOUHSC_02329, SAOUHSC_02328, SAOUHSC_02327","NC_007795",2162441,2158346,"SAOUHSC_02330,SAOUHSC_02329","NCTC8325_operons","thiD,thiM"
2,"PI:2","TU-U1134","NA, ptpB","SAOUHSC_02357, SAOUHSC_02356","NC_007795",2179715,2178185,"SAOUHSC_02357,SAOUHSC_02356","NCTC8325_operons","-,ptpB"
2,"PI:2","TU-U1152","dps, S921","SAOUHSC_02381, new_2202140_2202943_-1","NC_007795",2203500,2202104,"SAOUHSC_02381,new_2202140_2202943_-1","NCTC8325_operons","dps,deoD"
2,"PI:2","TU-U1154","S924, NA, S923","new_2205884_2206216_-1, SAOUHSC_02383, new_2204416_2204509_-1","NC_007795",2206216,2204450,"SAOUHSC_02383","NCTC8325_operons","-"
2,"PI:2","TU-U1200","cbiO, cbiO, ecfT, truA","SAOUHSC_02483, SAOUHSC_02482, SAOUHSC_02481, SAOUHSC_02480","NC_007795",2303729,2300381,"U1200,SAOUHSC_02481","NCTC8325_operons,promoter","ecfT"
2,"PI:2","TU-U1203","S969, NA","new_2320256_2320449_-1, SAOUHSC_02516","NC_007795",2320449,2319081,"SAOUHSC_02516,new_2320256_2320449_-1","NCTC8325_operons","pbuG"
2,"PI:2","TU-U1216","modA, modB, modC, S981, moeB, moaB, S980, moeA, mobB, moaE, moaD, mobA, moaA, S979, NA, S978, sarV","SAOUHSC_02549, SAOUHSC_02547, SAOUHSC_02546, new_2342235_2342403_-1, SAOUHSC_02545, SAOUHSC_02544, new_2340135_2340692_-1, SAOUHSC_02542, SAOUHSC_02541, SAOUHSC_02540, SAOUHSC_02538, SAOUHSC_02537, SAOUHSC_02536, new_2335943_2336045_-1, SAOUHSC_02535, new_2335356_2335707_-1, SAOUHSC_02532","NC_007795",2344514,2335231,"SAOUHSC_02546,new_2335356_2335707_-1","NCTC8325_operons","modC"
2,"PI:2","TU-U1269","S1017, NA","new_2415837_2415966_1, SAOUHSC_02628","NC_007795",2415837,2416585,"SAOUHSC_02628","NCTC8325_operons","-"
2,"PI:2","TU-U1304","NA, nreB, S1044, nreC","SAOUHSC_02677, SAOUHSC_02676, new_2459501_2459573_-1, SAOUHSC_02675","NC_007795",2461490,2458889,"SAOUHSC_02676","NCTC8325_operons","nreB"
2,"PI:2","TU-U1305","S1046, narG, S1045, narH, narJ, narI, NA, nreB, S1044, nreC","new_2467581_2467678_-1, SAOUHSC_02681, new_2463788_2463890_-1, SAOUHSC_02680, SAOUHSC_02679, SAOUHSC_02678, SAOUHSC_02677, SAOUHSC_02676, new_2459501_2459573_-1, SAOUHSC_02675","NC_007795",2467678,2458889,"SAOUHSC_02676","NCTC8325_operons","nreB"
2,"PI:2","TU-U1326",NA,NA,"NC_007795",-1,-1,"U1326","promoter",""
2,"PI:2","TU-U1518",NA,"SAOUHSC_03035","NC_007795",2807767,2807185,"SAOUHSC_03035","NCTC8325_operons","-"
2,"PI:2","TU-U165","S124, set15, NA","new_402428_402507_1, SAOUHSC_00399, SAOUHSC_00400","NC_007795",402428,404703,"U165,new_402428_402507_1,SAOUHSC_00400","NCTC8325_operons,promoter",""
2,"PI:2","TU-U241","S197, sdrD","new_551039_551104_1, SAOUHSC_00545","NC_007795",551033,555153,"SAOUHSC_00545","NCTC8325_operons","sdrD"
2,"PI:2","TU-U25","NA, norC, S24","SAOUHSC_00057, SAOUHSC_00058, new_63773_63930_1","NC_007795",61153,63887,"SAOUHSC_00058","NCTC8325_operons","norC"
2,"PI:2","TU-U295","S240, abcA, S241","new_635993_636245_1, SAOUHSC_00647, new_637974_638071_1","NC_007795",635993,638147,"SAOUHSC_00647","NCTC8325_operons","abcA"
2,"PI:2","TU-U31","spa","SAOUHSC_00069","NC_007795",75017,73347,"SAOUHSC_00069","NCTC8325_operons","spa"
2,"PI:2","TU-U352","S290, S291, S292, nrdI, nrdE, S293, nrdF","new_726071_726375_1, new_726377_726637_1, new_726639_726780_1, SAOUHSC_00741, SAOUHSC_00742, new_729248_729364_1, SAOUHSC_00743","NC_007795",726073,730321,"SAOUHSC_00742,new_726071_726375_1","NCTC8325_operons","nrdE"
2,"PI:2","TU-U358","S296, NA, S297, NA, S298, S299, NA, S300","new_736526_737170_1, SAOUHSC_00754, new_738079_738231_1, SAOUHSC_00755, new_738583_738717_1, new_738719_738976_1, SAOUHSC_00756, new_740102_740222_1","NC_007795",736525,740181,"new_736526_737170_1,new_738719_738976_1","NCTC8325_operons","-"
2,"PI:2","TU-U359",NA,"SAOUHSC_00753","NC_007795",737137,736500,"U359,SAOUHSC_00753","NCTC8325_operons,promoter","-"
2,"PI:2","TU-U388","S321, S322, gapR, gapA, S323, pgk, S324, tpiA, pgm, S325","new_775879_776010_1, new_776012_776118_1, SAOUHSC_00794, SAOUHSC_00795, new_778196_778333_1, SAOUHSC_00796, new_779525_779645_1, SAOUHSC_00797, SAOUHSC_00798, new_781928_782008_1","NC_007795",775879,782001,"SAOUHSC_00795","NCTC8325_operons","gapA"
2,"PI:2","TU-U389","S322, gapR, gapA, S323, pgk, S324, tpiA, pgm, S325, eno, S326","new_776012_776118_1, SAOUHSC_00794, SAOUHSC_00795, new_778196_778333_1, SAOUHSC_00796, new_779525_779645_1, SAOUHSC_00797, SAOUHSC_00798, new_781928_782008_1, SAOUHSC_00799, new_783362_783489_1","NC_007795",776012,783548,"SAOUHSC_00795","NCTC8325_operons","gapA"
2,"PI:2","TU-U438","S363, ndh2","new_841613_841799_1, SAOUHSC_00878","NC_007795",841613,843031,"SAOUHSC_00878","NCTC8325_operons","ndh2"
2,"PI:2","TU-U452","pgi, S370","SAOUHSC_00900, new_866192_866286_1","NC_007795",864814,866253,"SAOUHSC_00900","NCTC8325_operons","pgi"
2,"PI:2","TU-U494","S400, comK","new_939461_939565_-1, SAOUHSC_00961","NC_007795",939565,939004,"SAOUHSC_00961,U494","NCTC8325_operons,promoter","comK1"
2,"PI:2","TU-U5","S4, S5, serS, S6","new_12457_12691_1, new_12693_12785_1, SAOUHSC_00009, new_14073_14172_1","NC_007795",12457,14128,"new_12693_12785_1,SAOUHSC_00009","NCTC8325_operons","serS"
2,"PI:2","TU-U518","NA, S406","SAOUHSC_00995, new_967901_968090_-1","NC_007795",968574,967921,"SAOUHSC_00995","NCTC8325_operons","-"
2,"PI:2","TU-U528","S416, NA, NA, NA, S415","new_993611_993812_-1, SAOUHSC_01022, SAOUHSC_01021, SAOUHSC_01019, new_990714_990820_-1","NC_007795",993815,990752,"SAOUHSC_01021","NCTC8325_operons","thiW"
2,"PI:2","TU-U547","S428, NA, potA, potB, potC, potD","new_1013810_1013879_1, SAOUHSC_01045, SAOUHSC_01046, SAOUHSC_01047, SAOUHSC_01048, SAOUHSC_01049","NC_007795",1013810,1018233,"SAOUHSC_01046,SAOUHSC_01049","NCTC8325_operons","potA,potD"
2,"PI:2","TU-U604","sepF, NA, S475, NA, NA, S476, S477, ileS, S478, NA, S479","SAOUHSC_01154, SAOUHSC_01155, new_1105380_1105461_1, SAOUHSC_01156, SAOUHSC_01158, new_1106910_1107050_1, new_1107052_1107129_1, SAOUHSC_01159, new_1109942_1110114_1, SAOUHSC_01160, new_1110971_1111392_1","NC_007795",1103961,1111070,"SAOUHSC_01155,SAOUHSC_01156","NCTC8325_operons","-"
2,"PI:2","TU-U660","NA, NA","SAOUHSC_01283, SAOUHSC_01284","NC_007795",1239640,1242157,"SAOUHSC_01284,SAOUHSC_01283","NCTC8325_operons","-,hflX"
2,"PI:2","TU-U668","NA, NA","SAOUHSC_01313, SAOUHSC_01314","NC_007795",1257151,1258902,"SAOUHSC_01314","NCTC8325_operons","-"
2,"PI:2","TU-U683","rpsN, S553, guaC, S554, NA, S556","SAOUHSC_01329, new_1272507_1272595_1, SAOUHSC_01330, new_1273641_1273814_1, SAOUHSC_01332, new_1274679_1274830_1","NC_007795",1272188,1274780,"SAOUHSC_01330","NCTC8325_operons","guaC"
2,"PI:2","TU-U687","NA, S558, tkt, S559, NA","SAOUHSC_01336, new_1276507_1276663_1, SAOUHSC_01337, new_1278581_1278722_1, SAOUHSC_01338","NC_007795",1276142,1279030,"SAOUHSC_01337,new_1278581_1278722_1","NCTC8325_operons","tkt"
2,"PI:2","TU-U688","S558, tkt, S559, NA","new_1276507_1276663_1, SAOUHSC_01337, new_1278581_1278722_1, SAOUHSC_01338","NC_007795",1276507,1279064,"SAOUHSC_01337,new_1278581_1278722_1","NCTC8325_operons","tkt"
2,"PI:2","TU-U693","citB, S563, NA, S564","SAOUHSC_01347, new_1289903_1290045_1, SAOUHSC_01348, new_1290514_1290649_1","NC_007795",1287103,1291627,"SAOUHSC_01348,SAOUHSC_01347","NCTC8325_operons","-,citB"
2,"PI:2","TU-U698","S569, glcT, NA, NA","new_1298606_1298808_1, SAOUHSC_01356, SAOUHSC_01357, SAOUHSC_01358","NC_007795",1298606,1300994,"SAOUHSC_01356,new_1298606_1298808_1","NCTC8325_operons","glcT"
2,"PI:2","TU-U721","S584, lysC, asd, dapA, dapB, dapD, S585, NA, alr2, lysA","new_1336546_1336770_1, SAOUHSC_01394, SAOUHSC_01395, SAOUHSC_01396, SAOUHSC_01397, SAOUHSC_01398, new_1341482_1341582_1, SAOUHSC_01399, SAOUHSC_01400, SAOUHSC_01401","NC_007795",1336546,1345075,"SAOUHSC_01400","NCTC8325_operons","lysA"
2,"PI:2","TU-U766","S622, ebpS","new_1455149_1455268_-1, SAOUHSC_01501","NC_007795",1455268,1453577,"SAOUHSC_01501","NCTC8325_operons","ebpS"
2,"PI:2","TU-U807","S652, gcvT, gcvPA, gcvPB, S651","new_1555937_1556066_-1, SAOUHSC_01634, SAOUHSC_01633, SAOUHSC_01632, new_1551879_1551985_-1","NC_007795",1556157,1551922,"SAOUHSC_01634","NCTC8325_operons","gcvT"
2,"PI:2","TU-U808","aroK, S652, gcvT","SAOUHSC_01635, new_1555937_1556066_-1, SAOUHSC_01634","NC_007795",1556664,1555271,"SAOUHSC_01634","NCTC8325_operons","gcvT"
2,"PI:2","TU-U85","S72, NA","new_230986_231501_1, SAOUHSC_00211","NC_007795",230986,232442,"SAOUHSC_00211","NCTC8325_operons","-"
2,"PI:2","TU-U880","S709, NA, S708, thrS, S707, S706, lysP, S705","new_1688014_1688084_-1, SAOUHSC_01789, new_1687694_1687846_-1, SAOUHSC_01788, new_1685672_1685755_-1, new_1685441_1685670_-1, SAOUHSC_01787, new_1683663_1683774_-1","NC_007795",1688084,1683672,"SAOUHSC_01788","NCTC8325_operons","thrS"
2,"PI:2","TU-U881","nrdR, dnaB, dnaI, S709, NA, S708, thrS, S707","SAOUHSC_01793, SAOUHSC_01792, SAOUHSC_01791, new_1688014_1688084_-1, SAOUHSC_01789, new_1687694_1687846_-1, SAOUHSC_01788, new_1685672_1685755_-1","NC_007795",1690940,1685678,"SAOUHSC_01788","NCTC8325_operons","thrS"
2,"PI:2","TU-U892","S718, NA, S717, accD, accA, S716, S715, S714, pfkA, pykA","new_1714208_1714629_-1, SAOUHSC_01810, new_1712784_1712977_-1, SAOUHSC_01809, SAOUHSC_01808, new_1710876_1710981_-1, new_1710762_1710874_-1, new_1710669_1710760_-1, SAOUHSC_01807, SAOUHSC_01806","NC_007795",1714629,1707982,"SAOUHSC_01810","NCTC8325_operons","-"
2,"PI:2","TU-U948","S751, NA, S753, NA","new_1808806_1808917_1, SAOUHSC_01898, new_1809362_1810086_1, SAOUHSC_01900","NC_007795",1808408,1810620,"SAOUHSC_01898","NCTC8325_operons",""
2,"PI:2","TU-U949","S754, NA, S752, S750, S749, NA, S748","new_1809792_1809863_-1, SAOUHSC_01899, new_1809191_1809347_-1, new_1808229_1809189_-1, new_1808137_1808227_-1, SAOUHSC_01896, new_1807706_1807911_-1","NC_007795",1809870,1807721,"new_1809191_1809347_-1","NCTC8325_operons",""
2,"PI:2","TU-U986","S785, NA, NA, cbf1","new_1881393_1881620_-1, SAOUHSC_01975, SAOUHSC_01974, SAOUHSC_01973","NC_007795",1881622,1876333,"SAOUHSC_01974","NCTC8325_operons","-"
2,"GC:2","TU-U1101","S878, NA, NA","new_2103450_2103589_-1, SAOUHSC_02272, SAOUHSC_02271","NC_007795",2103589,2102229,"new_2103450_2103589_-1,U1101,SAOUHSC_02272","NCTC8325_operons,promoter","-"
2,"GC:2","TU-U120","S95, NA, S96, NA, NA, NA, NA, S97, S98, NA","new_318955_319040_1, SAOUHSC_00304, new_320043_320135_1, SAOUHSC_00305, SAOUHSC_00306, SAOUHSC_00307, SAOUHSC_00308, new_323144_323301_1, new_323303_323457_1, SAOUHSC_00309","NC_007795",318955,324463,"SAOUHSC_00306,SAOUHSC_00307","NCTC8325_operons","-,sirTM"
2,"GC:2","TU-U1282","S1026, S1025, mqo1","new_2432779_2432892_-1, new_2432630_2432777_-1, SAOUHSC_02647","NC_007795",2432892,2431162,"U1282","promoter",""
2,"GC:2","TU-U131","NA, NA, NA, NA","SAOUHSC_00331, SAOUHSC_00332, SAOUHSC_00333, SAOUHSC_00334","NC_007795",343392,345781,"SAOUHSC_00332,U131","NCTC8325_operons,promoter","-"
2,"GC:2","TU-U1337",NA,"SAOUHSC_02733","NC_007795",2514904,2513153,"SAOUHSC_02733","NCTC8325_operons","kimA"
2,"GC:2","TU-U1338",NA,"SAOUHSC_02733","NC_007795",2514959,2513085,"SAOUHSC_02733","NCTC8325_operons","kimA"
2,"GC:2","TU-U1345",NA,"SAOUHSC_02750","NC_007795",2525635,2527340,"U1345,SAOUHSC_02750","NCTC8325_operons,promoter","-"
2,"GC:2","TU-U136","NA, S107, NA, NA, ychF","SAOUHSC_00342, new_357749_357885_1, SAOUHSC_00344, SAOUHSC_00345, SAOUHSC_00346","NC_007795",356843,360129,"SAOUHSC_00346,SAOUHSC_00342","NCTC8325_operons","ychF,parB"
2,"GC:2","TU-U1482","clfB","SAOUHSC_02963","NC_007795",2725648,2722984,"SAOUHSC_02963","NCTC8325_operons","clfB"
2,"GC:2","TU-U1517",NA,"SAOUHSC_03034","NC_007795",2806221,2807058,"SAOUHSC_03034","NCTC8325_operons","-"
2,"GC:2","TU-U167","S125, NA, NA, NA, NA","new_407190_407344_1, SAOUHSC_00405, SAOUHSC_00406, SAOUHSC_00407, SAOUHSC_00408","NC_007795",407190,410058,"SAOUHSC_00406,new_407190_407344_1","NCTC8325_operons",""
2,"GC:2","TU-U174","S131, ndhF, NA, S132, NA, S133, NA, NA","new_413220_413511_1, SAOUHSC_00412, SAOUHSC_00413, new_417715_417875_1, SAOUHSC_00414, new_418267_418920_1, SAOUHSC_00416, SAOUHSC_00417","NC_007795",413217,420360,"SAOUHSC_00417,SAOUHSC_00413","NCTC8325_operons","-,mpsB"
2,"GC:2","TU-U178","NA, NA, NA, S136, S137","SAOUHSC_00423, SAOUHSC_00424, SAOUHSC_00426, new_427307_427446_1, new_427448_427532_1","NC_007795",424666,427517,"SAOUHSC_00424,new_427448_427532_1","NCTC8325_operons","metP2"
2,"GC:2","TU-U194","NA, S148, holB, NA, NA, S149, NA","SAOUHSC_00452, new_457044_457343_1, SAOUHSC_00454, SAOUHSC_00455, SAOUHSC_00456, new_459352_459624_1, SAOUHSC_00457","NC_007795",456587,459885,"SAOUHSC_00456,SAOUHSC_00455","NCTC8325_operons","-"
2,"GC:2","TU-U195","NA, S148, holB, NA, NA, S149, NA, NA, rsmI, S150, metS, NA, S151, rnmV, ksgA, S152","SAOUHSC_00452, new_457044_457343_1, SAOUHSC_00454, SAOUHSC_00455, SAOUHSC_00456, new_459352_459624_1, SAOUHSC_00457, SAOUHSC_00458, SAOUHSC_00459, new_461433_461716_1, SAOUHSC_00461, SAOUHSC_00462, new_464505_464660_1, SAOUHSC_00463, SAOUHSC_00464, new_466102_466173_1","NC_007795",456682,466175,"SAOUHSC_00456,SAOUHSC_00455","NCTC8325_operons","-"
2,"GC:2","TU-U325","NA, NA","SAOUHSC_00692, SAOUHSC_00693","NC_007795",675876,678981,"SAOUHSC_00692,SAOUHSC_00693","NCTC8325_operons","-"
2,"GC:2","TU-U429","NA, NA","SAOUHSC_00857, SAOUHSC_00858","NC_007795",826371,826575,"SAOUHSC_00858","NCTC8325_operons","-"
2,"GC:2","TU-U430","NA, NA, NA, lipA, S358, NA","SAOUHSC_00858, SAOUHSC_00859, SAOUHSC_00860, SAOUHSC_00861, new_830535_830663_1, SAOUHSC_00862","NC_007795",826480,831029,"SAOUHSC_00858","NCTC8325_operons","-"
2,"GC:2","TU-U448","S368, rocD, S369, gudB","new_857549_857682_1, SAOUHSC_00894, new_858909_859016_1, SAOUHSC_00895","NC_007795",857551,860269,"SAOUHSC_00894","NCTC8325_operons","rocD"
2,"GC:2","TU-U449","rocD, S369, gudB","SAOUHSC_00894, new_858909_859016_1, SAOUHSC_00895","NC_007795",857684,860252,"SAOUHSC_00894","NCTC8325_operons","rocD"
2,"GC:2","TU-U460","S379, clpB, S380","new_882541_882635_1, SAOUHSC_00912, new_885279_885510_1","NC_007795",882541,885463,"SAOUHSC_00912","NCTC8325_operons","clpB"
2,"GC:2","TU-U470","S383, S384, spxA, S385, S386, S387, mecA2","new_906611_906734_1, new_906736_906831_1, SAOUHSC_00934, new_907294_907399_1, new_907401_907493_1, new_907495_907597_1, SAOUHSC_00935","NC_007795",906604,908328,"SAOUHSC_00935,new_906611_906734_1","NCTC8325_operons","trfA"
2,"GC:2","TU-U472","S384, spxA, S385, S386, S387, mecA2","new_906736_906831_1, SAOUHSC_00934, new_907294_907399_1, new_907401_907493_1, new_907495_907597_1, SAOUHSC_00935","NC_007795",906736,908311,"SAOUHSC_00935,U472","NCTC8325_operons,promoter","trfA"
2,"GC:2","TU-U615","S487, coaBC, priA","new_1127802_1127907_1, SAOUHSC_01178, SAOUHSC_01179","NC_007795",1127802,1131572,"SAOUHSC_01178,SAOUHSC_01179","NCTC8325_operons","coaBC,priA"
2,"GC:2","TU-U645","ribC, S519, rpsO, S520, pnpA","SAOUHSC_01249, new_1201338_1201451_1, SAOUHSC_01250, new_1201769_1202090_1, SAOUHSC_01251","NC_007795",1200133,1204179,"SAOUHSC_01251","NCTC8325_operons","pnpA"
2,"GC:2","TU-U653","NA, NA, S529, NA, S530, miaB, NA, NA","SAOUHSC_01266, SAOUHSC_01267, new_1223450_1223522_1, SAOUHSC_01268, new_1223817_1223897_1, SAOUHSC_01269, SAOUHSC_01270, SAOUHSC_01271","NC_007795",1220758,1226364,"SAOUHSC_01271,SAOUHSC_01266","NCTC8325_operons","-"
2,"GC:2","TU-U654","miaB, NA, NA, S531, mutS","SAOUHSC_01269, SAOUHSC_01270, SAOUHSC_01271, new_1226392_1226776_1, SAOUHSC_01272","NC_007795",1223899,1228438,"SAOUHSC_01271,U654,SAOUHSC_01272","NCTC8325_operons,promoter","-,mutS"
2,"GC:2","TU-U7","S7, metX, S8, NA, NA, rplI, dnaC","new_15785_16105_1, SAOUHSC_00013, new_17075_17337_1, SAOUHSC_00014, SAOUHSC_00015, SAOUHSC_00017, SAOUHSC_00018","NC_007795",15785,22135,"SAOUHSC_00015,SAOUHSC_00018","NCTC8325_operons","gdpP,dnaC"
2,"GC:2","TU-U719","cvfB","SAOUHSC_01391","NC_007795",1334267,1333353,"SAOUHSC_01391","NCTC8325_operons","cvfB"
2,"GC:2","TU-U727","braB","SAOUHSC_01411","NC_007795",1351237,1349860,"SAOUHSC_01411,U727","NCTC8325_operons,promoter","brnQ3"
2,"GC:2","TU-U740","S602, NA, S603","new_1374321_1374385_1, SAOUHSC_01440, new_1375091_1375533_1","NC_007795",1374321,1375488,"U740,new_1375091_1375533_1","NCTC8325_operons,promoter",""
2,"GC:2","TU-U8","NA, NA, rplI, dnaC","SAOUHSC_00014, SAOUHSC_00015, SAOUHSC_00017, SAOUHSC_00018","NC_007795",17339,22152,"SAOUHSC_00015,SAOUHSC_00018","NCTC8325_operons","gdpP,dnaC"
2,"GC:2","TU-U826","hrcA, grpE, dnaK, S666, dnaJ, prmA, rsmE, NA, S665, S664, rpsU","SAOUHSC_01685, SAOUHSC_01684, SAOUHSC_01683, new_1592478_1592592_-1, SAOUHSC_01682, SAOUHSC_01681, SAOUHSC_01680, SAOUHSC_01679, new_1588083_1588288_-1, new_1587997_1588081_-1, SAOUHSC_01678","NC_007795",1596210,1587792,"SAOUHSC_01682,SAOUHSC_01683","NCTC8325_operons","dnaJ,dnaK"
2,"GC:2","TU-U846",NA,"SAOUHSC_01734","NC_007795",1636597,1637951,"SAOUHSC_01734","NCTC8325_operons","rarA"
2,"GC:2","TU-U875","NA, NA, NA, tig, S703, clpX","SAOUHSC_01782, SAOUHSC_01781, SAOUHSC_01780, SAOUHSC_01779, new_1679137_1679286_-1, SAOUHSC_01778","NC_007795",1682361,1677858,"SAOUHSC_01781,SAOUHSC_01778","NCTC8325_operons","-,clpX"
2,"GC:2","TU-U877","S705, S704, infC, rpmI, rplT, NA, NA, NA, tig, S703, clpX","new_1683663_1683774_-1, new_1683609_1683655_-1, SAOUHSC_01786, SAOUHSC_01785, SAOUHSC_01784, SAOUHSC_01782, SAOUHSC_01781, SAOUHSC_01780, SAOUHSC_01779, new_1679137_1679286_-1, SAOUHSC_01778","NC_007795",1683774,1677909,"SAOUHSC_01781,SAOUHSC_01778","NCTC8325_operons","-,clpX"
2,"GC:2","TU-U922",NA,"SAOUHSC_01854","NC_007795",1761209,1759611,"SAOUHSC_01854","NCTC8325_operons",""
2,"GC:2","TU-U923","NA, NA","SAOUHSC_01855, SAOUHSC_01854","NC_007795",1761799,1759611,"SAOUHSC_01854","NCTC8325_operons",""
2,"GC:2","TU-U924","NA, NA, murC, NA, NA","SAOUHSC_01858, SAOUHSC_01857, SAOUHSC_01856, SAOUHSC_01855, SAOUHSC_01854","NC_007795",1767943,1759628,"SAOUHSC_01854,SAOUHSC_01857","NCTC8325_operons","ftsK"
2,"GC:2","TU-U925","NA, NA, NA, murC, NA, NA","SAOUHSC_01859, SAOUHSC_01858, SAOUHSC_01857, SAOUHSC_01856, SAOUHSC_01855, SAOUHSC_01854","NC_007795",1768525,1759645,"SAOUHSC_01854,SAOUHSC_01857","NCTC8325_operons","ftsK"
